npi,basic_organization_name,basic_organizational_subpart,basic_enumeration_date,basic_last_updated,basic_status,basic_authorized_official_credential,basic_authorized_official_first_name,basic_authorized_official_last_name,basic_authorized_official_telephone_number,basic_authorized_official_title_or_position,basic_name,basic_parent_organization_ein,basic_parent_organization_legal_business_name,basic_authorized_official_middle_name,basic_authorized_official_name_prefix,basic_authorized_official_name_suffix,basic_certification_date,basic_name_prefix,basic_first_name,basic_last_name,basic_middle_name,basic_credential,basic_sole_proprietor,basic_gender,addresses_country_code,addresses_country_name,addresses_address_purpose,addresses_address_type,addresses_address_1,addresses_address_2,addresses_city,addresses_state,addresses_postal_code,addresses_telephone_number,addresses_fax_number
1073616751,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-07,2012-02-08,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,408 B E GREER ST,"",HONEA PATH,SC,29654,864-369-2822,
1073789111,INGLES MARKETS INC,NO,2008-05-07,2019-08-15,A,RPH,STEPHEN,CUCCHI,828-669-2941,VP OF PHARMACY,INGLES MARKETS INC,,,V,MR.,,,,,,,,,,US,United States,LOCATION,DOM,2375 CHESNEE HWY,"",SPARTANBURG,SC,29303,864-573-9408,864-582-5881
1073917043,ST FRANCIS HOSPITAL INC,NO,2014-10-20,2020-10-28,A,,KIMBERLY,RALSTON,419-996-5119,SYSTEM DIRECTOR,ST FRANCIS HOSPITAL INC,,,,,,2020-10-22,,,,,,,,US,United States,LOCATION,DOM,104 INNOVATION DR STE 1050,"",GREENVILLE,SC,296075253,864-603-6392,864-603-6145
1083139745,WALGREEN CO,YES,2017-08-03,2019-01-25,A,,ALYSSA,SWEETEN,217-709-2386,AUTHORIZE OFFICIAL,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,,,,,,,,,,,,US,United States,LOCATION,DOM,702 MAIN ST,"",WEST COLUMBIA,SC,291704020,803-955-2302,803-955-2343
1083171185,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,NO,2019-02-25,2019-03-04,A,PHARMD,HEATHER,EASTERLING,843-792-5691,ADMINISTRATOR,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,,,,,,,,,,,,,,US,United States,LOCATION,DOM,2250 MALL DRIVE,"",NORTH CHARLESTON,SC,29406,843-876-0199,
1083619464,"ORANGE CUT RATE DRUG STORE, INC",NO,2005-06-14,2016-08-30,A,RPH,CHARLES,THOMPSON,803-536-0007,OWNER,"ORANGE CUT RATE DRUG STORE, INC",,,PAIGE,MR.,JR.,,,,,,,,,US,United States,LOCATION,DOM,1144 RUSSELL ST,"",ORANGEBURG,SC,291154762,803-534-5931,
1083631238,WAL-MART STORES EAST LP,NO,2006-07-16,2017-02-16,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1040 CHESTERFIELD HWY # 10,"",CHERAW,SC,295207010,843-537-2741,
1083632822,WAL-MART STORES EAST LP,NO,2006-07-18,2017-02-16,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1286 EIGHTEEN MILE RD,"",CENTRAL,SC,296308605,864-639-5665,864-639-3064
1083632889,WAL-MART STORES EAST LP,NO,2006-07-18,2017-02-16,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1691 J A COCHRAN BYP,"",CHESTER,SC,297062204,803-581-3096,
1083675391,TIMMONSVILLE DRUG INC,NO,2006-03-28,2009-08-07,A,,DOUGLAS,MOORE,843-346-5410,TREASURER MANG,TIMMONSVILLE DRUG INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,309 E SMITH ST,"",TIMMONSVILLE,SC,291611821,843-346-5410,843-346-5414
1083711584,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",NO,2006-09-20,2012-02-29,A,,SUSAN,COLBERT,401-770-2751,DIRECTOR PAYER RELATIONS,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,3710 HWY 17 BYPASS,"",MURRELLS INLET,SC,29576,843-651-8975,
1083717763,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-07,2021-02-01,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,2021-01-29,,,,,,,,US,United States,LOCATION,DOM,2100 AUGUSTA ST,"",GREENVILLE,SC,296051741,864-255-3878,
1083727630,HUBBARD YOUNG PHARMACY INC,NO,2006-08-17,2017-02-21,A,PHARMD,THOMAS,TEASLEY,864-654-1771,PRESIDENT,HUBBARD YOUNG PHARMACY INC,,,H,,,,,,,,,,,US,United States,LOCATION,DOM,402 COLLEGE AVE,"",CLEMSON,SC,296312923,864-654-1771,864-654-1772
1083801286,IRMO DRUG INC,NO,2007-10-02,2016-08-02,A,RPH,ROBERT,CHAPMAN,803-749-7485,PIC,IRMO DRUG INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1009 LAKE MURRAY BLVD,STE B,IRMO,SC,290632824,803-749-7485,803-749-7488
1083964829,PUBLIX SUPER MARKETS INC,NO,2012-09-19,2019-11-18,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,PUBLIX SUPER MARKETS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,928 GOLD HILL RD,"",FORT MILL,SC,297087947,803-548-7917,865-214-2869
1093018228,SOUTH CAROLINA CVS PHARMACY LLC,NO,2010-12-09,2012-02-29,A,,SUSAN,COLBERT,401-770-2751,DIRECTOR PAYER RELATIONS,SOUTH CAROLINA CVS PHARMACY LLC,,,F,,,,,,,,,,,US,United States,LOCATION,DOM,820 N. MAIN ST.,"",WOODRUFF,SC,29388,864-476-0463,
1093064172,FAMILY PHARMACY LLC,NO,2012-09-05,2012-10-01,A,,SACHINKUMAR,PATEL,864-543-2852,R.PH,FAMILY PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,206 N CAMBRIDGE ST,"",NINETY SIX,SC,296661011,864-543-2852,864-543-2982
1093137564,PUBLIX NORTH CAROLINA LP,NO,2014-01-17,2020-01-03,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,PUBLIX NORTH CAROLINA LP,,,,,,2020-01-03,,,,,,,,US,United States,LOCATION,DOM,11222 PROVIDENCE RD W,"",CHARLOTTE,NC,282771535,704-716-2349,704-612-2014
1093141970,CLINTON DISCOUNT PHARMACY LLC,NO,2013-09-23,2017-02-20,A,,PANKAJKUMAR,RAVANI,864-387-7151,PHARMACIST IN CHARGE,CLINTON DISCOUNT PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,202 N BROAD ST,"",CLINTON,SC,293252304,864-387-7151,864-342-7938
1093720161,WALGREEN CO,YES,2006-07-29,2016-08-25,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,1000 BROAD ST,"",SUMTER,SC,291502505,803-773-7302,
1093720187,WALGREEN CO,YES,2006-07-29,2016-07-21,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T,MR.,,,,,,,,,,US,United States,LOCATION,DOM,1010 OLD BARNWELL RD,"",WEST COLUMBIA,SC,291703406,803-358-0612,
1093732257,WAL-MART STORES EAST LP,NO,2006-07-16,2017-02-16,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,5556 SUNSET BLVD,"",LEXINGTON,SC,290727989,803-808-3747,
1093755431,PUBLIX SUPER MARKETS INC,NO,2006-06-07,2019-11-15,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,PUBLIX SUPER MARKETS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,7320 BROAD RIVER RD,"",IRMO,SC,290639656,803-407-0436,803-407-0662
1093812596,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",NO,2006-09-20,2012-02-29,A,,SUSAN,COLBERT,401-770-2751,DIRECTOR PAYER RELATIONS,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,1141 STATE PARK RD,"",GREENVILLE,SC,29609,864-240-7421,
1093942906,WAL-MART STORES EAST LP,NO,2009-06-18,2017-02-16,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1180 DUTCH FORK RD,"",IRMO,SC,290638874,803-781-7877,
1093988214,WALGREEN CO.,YES,2008-04-09,2016-09-02,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO.,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T,MR.,,,,,,,,,,US,United States,LOCATION,DOM,4380 JEFFERSON DAVIS HWY,"",BEECH ISLAND,SC,298424864,803-593-5506,
1104069707,MEDS & MORE LLC,NO,2009-04-13,2013-03-29,A,,SHERRY,BLOSSER,843-756-4664,OWNER/PHARMACIST IN CHARGE,MEDS & MORE LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,3914 MAIN ST,"",LORIS,SC,295693018,843-756-4664,843-756-4668
1104114388,WALGREEN CO,YES,2011-07-21,2016-10-05,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T,MR.,,,,,,,,,,US,United States,LOCATION,DOM,3501 HIGHWAY 153,"",GREENVILLE,SC,296117515,864-295-2029,
1104275403,SANDHILLS MEDICAL FOUNDATION,NO,2016-06-07,2016-06-07,A,PHARMD,ALYSSA,NORWOOD,843-335-8291,CHIEF PHARMACY OFFICER,SANDHILLS MEDICAL FOUNDATION,,,L,DR.,,,,,,,,,,US,United States,LOCATION,DOM,645 S SEVENTH ST,"",MC BEE,SC,291017101,843-335-8291,843-335-8731
1104343623,WALGREEN CO,YES,2017-08-25,2019-02-25,A,,ALYSSA,SWEETEN,217-709-2386,MANAGER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,,,,,,,,,,,,US,United States,LOCATION,DOM,1905 HIGHWAY 544,"",CONWAY,SC,295269202,843-347-7617,843-234-0898
1104458173,GOVINDA LLC,NO,2020-02-07,2020-03-16,A,RPH,KUNTAL,PATEL,864-237-5501,PARTNER,GOVINDA LLC,,,,MR.,,2020-03-16,,,,,,,,US,United States,LOCATION,DOM,2528 BOILING SPRINGS RD,"",BOILING SPRINGS,SC,293165360,864-515-2600,864-256-3499
1104831056,INGLES MARKETS INC,NO,2006-07-29,2019-08-14,A,RPH,STEPHEN,CUCCHI,828-669-2941,VP OF PHARMACY,INGLES MARKETS INC,,,V,MR.,,,,,,,,,,US,United States,LOCATION,DOM,8650 ASHEVILLE HWY,"",SPARTANBURG,SC,293164606,864-578-6243,864-578-4720
1104843366,WAL-MART STORES EAST LP,NO,2006-07-16,2017-02-20,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,513 N DUNCAN BYP STE A,"",UNION,SC,293798682,864-427-6114,864-427-6114
1104883107,FOWLER PHARMACY INC,NO,2006-04-26,2020-10-08,A,,JENNIE,DALTON,843-479-3831,MANAGER,FOWLER PHARMACY INC,,,,MRS.,,2020-10-08,,,,,,,,US,United States,LOCATION,DOM,301 E MARKET ST,"",BENNETTSVILLE,SC,295123136,843-479-3831,843-479-3832
1104902147,SOUTH CAROLINA DEPTARTMENT OF MENTAL HEALTH,NO,2006-10-31,2020-08-22,A,MHA,JOHN,FLETCHER,864-231-2673,CEO,SOUTH CAROLINA DEPTARTMENT OF MENTAL HEALTH,,,F.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,130 HIGHWAY 252,"",ANDERSON,SC,296215054,864-231-2676,864-231-2747
1104913300,MARLBORO DRUG COMPANY,NO,2006-10-07,2013-06-20,A,RPH,ROY,PARNELL,843-479-4248,PIC,MARLBORO DRUG COMPANY,,,,,,,,,,,,,,US,United States,LOCATION,DOM,113 N MARLBORO ST,"",BENNETTSVILLE,SC,295123142,843-479-4248,843-479-3640
1104924141,PIGGLY WIGGLY OF WESTMART INC,NO,2006-09-21,2016-07-07,A,PHARMD,ASHLEE,LLOYD,803-773-6378,PHARMACY MANAGER,PIGGLY WIGGLY OF WESTMART INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1011 BROAD ST,"",SUMTER,SC,291502504,803-773-6378,803-775-6771
1104929975,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-07,2011-12-06,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,702 N MAIN ST,"",GREER,SC,296511204,864-879-2146,
1104994938,PH & F INC,NO,2006-12-01,2015-09-10,A,RPH,DARLENE,GARDINER,803-684-9096,OWNER/PHARMACIST,PH & F INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1007 CREEKSIDE MEDICAL DRIVE,"",YORK,SC,29745,803-684-9096,
1114020971,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-07,2012-02-08,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,109 HIGHWAY 28 BYP,"",ANDERSON,SC,296243743,864-296-9734,
1114020989,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-07,2012-02-08,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,705 ELM ST W,"",HAMPTON,SC,299243105,803-943-4446,
1114108735,BANKS PHARMACY,NO,2007-11-26,2008-02-21,A,R.PH.,KEITH,MATTHEWS,706-869-9799,PHARMACIST-IN-CHARGE,BANKS PHARMACY,,,JAMES,MR.,,,,,,,,,,US,United States,LOCATION,DOM,100 RIDGE MEDICAL PLAZA,SUITE 101,EDGEFIELD,SC,29824,803-637-5757,803-637-9996
1114114501,TANDEM HEALTH SC,NO,2007-09-28,2018-10-01,A,,ANNIE,BROWN,803-774-4500,CEO,TANDEM HEALTH SC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1278 N LAFAYETTE DR,"",SUMTER,SC,291502964,803-774-4579,803-774-4643
1114152204,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",NO,2009-05-19,2012-02-08,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS","SOUTH CAROLINA CVS PHARMACY, L.L.C.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,8995 UNIVERSITY BLVD,"",NORTH CHARLESTON,SC,294069116,843-414-0710,
1114203973,WALGREEN CO,YES,2011-10-25,2018-08-20,A,,ALYSSA,SWEETEN,217-709-2386,MANAGER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,,,,,,,,,,,,US,United States,LOCATION,DOM,2903 N HIGHWAY 17,"",MOUNT PLEASANT,SC,29466,843-856-2491,
1114251337,"HAWTHORNE LUGOFF PHARMACY, LLC",NO,2009-09-21,2020-04-01,A,R.PH.,KRISTIE,CASSIDY,803-227-4464,VICE-PRESIDENT,"HAWTHORNE LUGOFF PHARMACY, LLC",,,,MRS.,,2020-04-01,,,,,,,,US,United States,LOCATION,DOM,814 HIGHWAY 1 S,SUITE 4,LUGOFF,SC,290788855,803-408-9589,803-408-9854
1114306735,WAL-MART STORES EAST LP,NO,2015-05-28,2017-02-16,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,203 CEDAR SPRINGS RD,"",SPARTANBURG,SC,293024639,864-381-6366,864-381-6367
1114325800,GREENVILLE HEALTH CORPORATION,NO,2014-12-11,2021-04-14,A,,POLLY,MILLER,864-522-2286,VP PAYOR STRATEGIES & ALIGNMENT,GREENVILLE HEALTH CORPORATION,,,H.,,,2021-04-14,,,,,,,,US,United States,LOCATION,DOM,877 W FARIS RD,"",GREENVILLE,SC,296054289,864-455-6330,864-455-6329
1114497435,"PUBLIX SUPER MARKETS, INC.",NO,2018-11-29,2019-11-18,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,"PUBLIX SUPER MARKETS, INC.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,10 WESTEDGE ST,SUITE 100,CHARLESTON,SC,29403,843-998-6047,843-628-0859
1114545936,"R PH NOW, LLC",NO,2020-07-08,2020-07-08,A,RPH,THERESA,BAEK,843-546-2880,OWNER,"R PH NOW, LLC",,,,,,2020-07-08,,,,,,,,US,United States,LOCATION,DOM,1061 N FRASER ST,"",GEORGETOWN,SC,294402848,843-546-2880,
1114967551,PUBLIX SUPER MARKETS INC,NO,2006-06-07,2019-11-18,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,PUBLIX SUPER MARKETS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,208 SAINT JAMES AVE STE C,"",GOOSE CREEK,SC,294452994,843-569-7942,843-569-0736
1124045398,WAL-MART STORES EAST LP,NO,2006-07-16,2017-02-16,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,550 HIGHWAY 17 N,"",NORTH MYRTLE BEACH,SC,295822904,843-281-8176,
1124069612,PUBLIX SUPER MARKETS INC,NO,2006-06-08,2019-11-18,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,PUBLIX SUPER MARKETS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,235 S PLEASANTBURG DR,"",GREENVILLE,SC,296072521,864-250-4709,864-250-4712
1124121611,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-07,2012-03-01,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,2195 MAGNOLIA ST,"",ORANGEBURG,SC,291154484,803-533-1390,
1124121991,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-07,2012-03-01,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,401 SE MAIN ST,"",SIMPSONVILLE,SC,296812651,864-963-3446,
1124122932,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",NO,2006-09-12,2012-02-08,A,,SUSAN,COLBERT,401-770-2751,DIRECTOR PAYER RELATIONS,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,2210 LAURENS RD,"",GREENVILLE,SC,296073224,864-288-8280,
1124382478,FAMILY PHYSICIANS OF SPARTANBURG PHARMACY,NO,2012-07-02,2012-07-02,A,,WILLIAM,BLAND,864-316-2160,ADMINISTRATOR,FAMILY PHYSICIANS OF SPARTANBURG PHARMACY,,,T,,,,,,,,,,,US,United States,LOCATION,DOM,3021 REIDVILLE RD,"",SPARTANBURG,SC,293015643,864-316-2160,864-576-6584
1124469473,THE KROGER CO,NO,2013-07-16,2018-07-19,A,,ALLISON,MUENNICH,513-762-1019,MANAGER OF PHARMACY LICENSING,THE KROGER CO,,,,,,,,,,,,,,US,United States,LOCATION,DOM,42 SHELTER COVE LN,"",HILTON HEAD ISLAND,SC,299283543,843-842-0550,843-842-0556
1124672662,"PROXSYS RX - SC, LLC",NO,2019-08-01,2019-08-01,A,,JERI,EVANS,205-533-9119,"VP, INTEGRATIONS","PROXSYS RX - SC, LLC",,,L,MS.,,,,,,,,,,US,United States,LOCATION,DOM,300 SINGELTON RIDGE ROAD,"",CONWAY,SC,29526,843-829-1001,843-349-0862
1134131352,CORAM HEALTHCARE/CAROLINA HOME THERAPEUTICS,YES,2006-08-13,2020-06-26,A,,JODY,KEPLER,303-292-4973,PRESIDENT,CORAM HEALTHCARE/CAROLINA HOME THERAPEUTICS,<UNAVAIL>,CORAM HEALTHCARE/CAROLINA HOME THERAPEUTICS,L,,,2020-06-26,,,,,,,,US,United States,LOCATION,DOM,720 GRACERN RD,SUITE 123,COLUMBIA,SC,292107655,803-731-5076,803-731-4979
1134185838,"BANKS DRUG, INC.",NO,2006-04-22,2018-12-04,A,B.S. PHARMACY,LEE,BANKS,803-685-5326,PRESIDENT/ PHARMACIST,"BANKS DRUG, INC.",,,CARTER,MR.,,,,,,,,,,US,United States,LOCATION,DOM,630 E MAIN ST,"",RIDGE SPRING,SC,291299139,803-685-5326,803-685-5442
1134222805,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-07,2012-02-08,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,101 EDGEFIELD RD,"",NORTH AUGUSTA,SC,298412423,803-279-7470,
1134222904,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-07,2012-02-08,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,87 GARNER RD,"",SPARTANBURG,SC,293033175,864-583-5428,
1134384506,WALGREEN CO,YES,2008-07-24,2016-09-02,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,201 N LAFAYETTE DR,"",SUMTER,SC,291504341,803-773-4959,
1134577331,WAL-MART STORES EAST LP,NO,2016-05-27,2017-02-27,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1019 OLD BARNWELL RD,"",WEST COLUMBIA,SC,291703414,803-821-7048,
1134668395,"MOSS COMPOUNDING PHARMACY, LLC",NO,2017-02-21,2017-02-21,A,PHARMD,STEVEN,ZIEGLER,843-665-0289,PHARMACIST/CO-OWNER,"MOSS COMPOUNDING PHARMACY, LLC",,,BRYAN,,JR.,,,,,,,,,US,United States,LOCATION,DOM,2500 HOFFMEYER RD,"",FLORENCE,SC,295017407,843-665-0289,843-667-9964
1134680762,SOUTH CAROLINA CVS PHARMACY LLC,NO,2019-03-27,2019-06-17,A,,SUSAN,COLBERT,401-770-2751,SR. DIRECTOR,SOUTH CAROLINA CVS PHARMACY LLC,,,F,,,,,,,,,,,US,United States,LOCATION,DOM,40 D MARK CUMMINGS RD,"",HARDEEVILLE,SC,299274447,843-208-2870,
1134696230,"HOLY CITY PHARMACY, LLC",NO,2018-10-26,2021-06-12,A,PHARMD,SHERRY,PHILLIPS,843-762-8155,OWNER/PHARMACIST,"HOLY CITY PHARMACY, LLC",,,SHEA,DR.,,2021-06-12,,,,,,,,US,United States,LOCATION,DOM,354 FOLLY RD,BLDG 1,CHARLESTON,SC,294122594,843-762-8155,843-762-8156
1134770753,"JTJ MEDICAL SUPPLY, INC.",NO,2019-09-25,2019-09-25,A,,MARK,THEOBALD,239-939-9226,CEO,"JTJ MEDICAL SUPPLY, INC.",,,JOHN,,,,,,,,,,,US,United States,LOCATION,DOM,1911 HAMPTON ST,"",COLUMBIA,SC,292013535,800-939-2022,855-523-0910
1144231713,LEES INLET APOTHECARY INC,NO,2006-08-10,2017-04-20,A,RPH,WILLIAM,LEE,843-651-7979,OWNER,LEES INLET APOTHECARY INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,3579 HWY 17 B,"",MURRELLS INLET,SC,29576,843-651-7979,843-651-3319
1144254871,THE KROGER CO,NO,2006-07-10,2016-05-16,A,,ALLISON,MUENNICH,513-762-1019,MANAGER OF PHARMACY LICENSING,THE KROGER CO,,,,,,,,,,,,,,US,United States,LOCATION,DOM,10136 TWO NOTCH RD,"",COLUMBIA,SC,292294389,803-788-4141,803-699-8868
1144298282,"ROCHE PHARMACY, INC.",NO,2006-03-14,2008-06-18,A,RPH,JOHN,"ROCHE,JR.",803-694-2445,PHARMACIST,"ROCHE PHARMACY, INC.",,,F.,,,,,,,,,,,US,United States,LOCATION,DOM,303 MAIN ST,"",WHITMIRE,SC,291781321,803-694-2445,803-694-2013
1144306713,"LYMAN DRUG, INC.",NO,2006-10-27,2020-08-22,A,,WILLIAM,HIGH,864-439-6127,OWNER/PHARMACIST,"LYMAN DRUG, INC.",,,RICHARD,,,,,,,,,,,US,United States,LOCATION,DOM,204 SPARTANBURG HWY,"",LYMAN,SC,293651808,864-439-6127,
1144323817,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-07,2011-12-06,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,236 W MCINTYRE ST,"",MULLINS,SC,295743524,803-464-0372,843-464-2729
1144323916,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-07,2012-02-08,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,902 W GREENWOOD ST,"",ABBEVILLE,SC,296205687,864-459-5406,
1144362229,WAGENER DRUG CO INC,NO,2007-02-13,2013-06-25,A,,THERESA,DYCHES,803-564-5381,OWNER,WAGENER DRUG CO INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,129 N MAIN ST,"",WAGENER,SC,29164,803-564-5381,803-564-5398
1144572850,HARRIS TEETER LLC,NO,2012-10-04,2016-08-26,A,,ALLISON,MUENNICH,513-762-1019,MANGER OF PHARMACY LICENSING,HARRIS TEETER LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,975 SAVANNAH HWY,SUITE 135,CHARLESTON,SC,294077859,843-556-5630,843-556-5914
1144743170,WALGREEN CO,YES,2017-07-21,2019-07-13,A,,ALYSSA,SWEETEN,217-709-2386,MANAGER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,,,,,,,,,,,,US,United States,LOCATION,DOM,302 VILLAGE CREEK DR.,"",BOILING SPRINGS,SC,293165389,864-345-6066,864-345-6067
1144744848,WALGREEN CO,YES,2017-08-03,2019-03-12,A,,ALYSSA,SWEETEN,217-709-2386,MANAGER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,,MR.,,,,,,,,,,US,United States,LOCATION,DOM,915 ANDERSON ST,"",PIEDMONT,SC,296731418,864-845-8323,864-845-6814
