x,y,objectid,name,street,city,state,zip,county,mail_phone,website,open_jan,open_feb,open_mar,open_apr,open_may,open_jun,open_jul,open_aug,open_sep,open_oct,open_nov,open_dec,cash,check,credit,debit,other_pay,wic,senior,snap_ebt,snap_trans,h_bucks,geoid,tract_latitude,tract_longitude,lat,lon
-9172681.364,4143453.672,9921,TD Saturday Market,Main St. At Mcbee Ave,Greenville,SC,29602,GREENVILLE,,http://www.saturdaymarketlive.com,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,45045000200,+34.8478319,-082.3974862,34.85088821,-82.39940161
-9245981.381,4118898.08,9923,3 Oaks Farm,222 N.Seed Farm Rd.,Westminster,SC,29693,OCONEE,8643244231,http://www.3oaksfarm.com,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,,45073031000,+34.6292891,-083.0946501,34.66995638,-83.05820207
-9054697.382,4049996.345,9931,Robby's Roadside Market,114 Harvest View Drive,Chapin,SC,29036,LEXINGTON,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,,,45063021204,+34.1597134,-081.3343000,34.15828467,-81.33910324
-9162305.789,4134054.384,9932,Bewell Mauldin Market,101 E. Butler Rd. Behind The Cultural Center,Mauldin,SC,29662,GREENVILLE,,http://www.mauldinculturalcenter.org,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,YES,,,,,NO,NO,NO,,,45045002903,+34.7787267,-082.2934095,34.78105548,-82.30639574
-9020230.638,4129098.42,9935,The Richburg Market Of Cotton Hills Farm,2875 Lancster Highway,Chester,SC,29729,CHESTER,8033794545,http://cottonhillsfarm.com,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,,NO,NO,NO,,,45023020700,+34.7364624,-081.0291076,34.75191725,-81.05231754
-9236948.081,4148953.92,9938,Salem Open Air Market,Intersection Of Hwy 130 (E. Main St.) And Park Avenue,Salem,SC,29676,OCONEE,,,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,45073030200,+34.9536664,-082.9849556,34.89179359,-82.97765641
-9186492.137,4116070.782,9940,Carolina Fresh Market And More,6619 Hwy. 29 North,Pelzer,SC,29669,ANDERSON,864-847-1692,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,,45007010500,+34.6393655,-082.5726968,34.64942107,-82.5242305
-9154202.12,4167949.728,9941,Fisher's Orchard Pick Your Own Farm,650 Fisher Road,Greer,SC,29651,GREENVILLE,864-895-4115,http://fishersorchard.com,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,,YES,YES,NO,,,45045002402,+35.0071671,-082.2654592,35.03046675,-82.23343697
-9116807.096,4092169.459,9945,Craven's Produce,Corner Of Peachtree And Hwy. 76 (West Carolina Ave),Clinton,SC,29325,LAURENS,864-684-0255,,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,,NO,NO,NO,,,45059920700,+34.4682270,-081.9191816,34.47080901,-81.89783091
-8932161.436,4132570.471,9972,Maria's Produce,21121 State Hwy 9,Mt Croghan,SC,29727,CHESTERFIELD,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,45025950300,+34.7507742,-080.2423477,34.77032805,-80.23995284
-8833704.22,4044899.196,9975,Carroll's Produce Stand,Hwy 501 S. & Harry Shelley Court,Marion,SC,29571,MARION,No Phone,,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,,NO,NO,NO,,NO,45067950600,+34.1309919,-079.3264614,34.12061841,-79.35456183
-8932163.079,4132570.471,9984,Sellers Farm Produce - Mt Croghan,21121 State Hwy 9,Mt Croghan,SC,29727,CHESTERFIELD,843-517-1201,,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,,NO,NO,NO,,NO,45025950300,+34.7507742,-080.2423477,34.77032805,-80.23995284
-8835663.652,4084946.899,9991,Pop Up Farmers Market,East Main St. & South Railroad Ave.,Dillon,SC,29536,DILLON,843-845-2875,https://www.rali-dchi.com/pop-up-farmers-market,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,YES,YES,,YES,YES,NO,,NO,45033970300,+34.4536751,-079.4414521,34.41736512,-79.37254198
-8965178.462,4041826.894,10003,Rembert Farmers Market,8380 Camden Hwy,Rembert,SC,29128,SUMTER,803-236-4441,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,,NO,NO,YES,HANDLED BY INDIVIDUAL VENDOR,NO,45085000100,+34.0878288,-080.5369525,34.09796064,-80.53540428
-9008426.601,4041576.906,10017,Homestead Farmers Market,9201 Two Notch Rd. Suite A,Columbia,SC,29223,RICHLAND,,,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,YES,YES,,NO,NO,NO,,,45079011411,+34.1087411,-080.9119775,34.09620946,-80.92399141
-8764535.654,4020591.992,11224,BELL FARMS PRODUCE,INTERSECTION OF HWY 9 & 905,LONGS,SC,29568,HORRY,843-399-9513,,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,NO,,NO,NO,NO,,NO,45051030103,+33.9640860,-078.7323431,33.93899171,-78.73336011
-8770785.698,3997824.159,11625,Mikes Produce and Seafood,506 Lake Arrowhead Rd,Myrtle Beach,SC,29572,HORRY,843-497-2926,,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,,NO,NO,NO,N/A,NO,45051050200,+33.7725679,-078.7856627,33.77092574,-78.78873702
-8775863.22,4035360.842,11626,Rivers Edge Market,1925 HWY 9 Bypass E,Loris,SC,29569,HORRY,843-283-9944,,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,,NO,NO,NO,N/A,NO,45051020200,+34.0490659,-078.8433664,34.04928744,-78.83446233
-9218817.553,4117737.2,13620,Baker Produce and More,190 New Hope Rd & Hwy 76,Clemson,SC,29631,PICKENS,864-506-5511,,,,,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,,,,,,45077011203,+34.6792351,-082.8023449,34.66084233,-82.81392171
-8922045.48,3848678.613,14823,Freeman's Fresh Produce,3768 Betsy Kerrison Pkwy,Johns Island,SC,29455,CHARLESTON,843-693-7894,,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,,NO,NO,YES,HANDLED BY INDIVIDUAL VENDOR,YES,45019002103,+32.6727041,-080.0718045,32.64751665,-80.1423936
-8883874.027,3875529.22,14824,Bone Hall Plantation and Garden,2521 N Hwy 17,Mt Pleasant,SC,29466,CHARLESTON,843-856-5366,,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,NO,NO,NO,,,45019004608,+32.8973520,-079.7890349,32.85307411,-79.80545841
