npi,basic_organization_name,npi_2,hours_of_operation,medicaid_id,spoken_languages,e_rx,delivery,compound,drive_thru,vaccines,handicap_access,cultural_comp_training,accepting_new_customers,website,basic_organizational_subpart,basic_enumeration_date,basic_last_updated,basic_status,basic_authorized_official_credential,basic_authorized_official_first_name,basic_authorized_official_last_name,basic_authorized_official_telephone_number,basic_authorized_official_title_or_position,basic_name,basic_parent_organization_ein,basic_parent_organization_legal_business_name,basic_authorized_official_middle_name,basic_authorized_official_name_prefix,basic_authorized_official_name_suffix,basic_certification_date,basic_name_prefix,basic_first_name,basic_last_name,basic_middle_name,basic_credential,basic_sole_proprietor,basic_gender,addresses_country_code,addresses_country_name,addresses_address_purpose,addresses_address_type,addresses_address_1,addresses_address_2,addresses_city,addresses_state,addresses_postal_code,addresses_telephone_number,addresses_fax_number,geoid,tract_latitude,tract_longitude,lat,lon
1053402891,"KASH & KARRY PHARMACY, LLC",1053402891,,718750,ENG,Y,Y,Y,Y,Y,Y,Y,Y,,NO,9/27/06,8/22/20,A,PHARM.D,KEVAN,PAGE,864-232-6711,PHARMACIST IN CHARGE,"KASH & KARRY PHARMACY, LLC",,,,DR.,,,,,,,,,,US,United States,LOCATION,DOM,101 PETE HOLLIS BLVD,,GREENVILLE,SC,296011107,864-232-6711,864-242-4399,45045000900,+34.8607575,-082.4098233,-82.4068813,34.8617955
1053414722,SOUTH CAROLINA CVS PHARMACY LLC,1053414722,,742668,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,3/1/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,205 N VAN LINGLE MUNGO BLVD,,PAGELAND,SC,29728,843-672-2420,,45025950102,+34.7764444,-080.3532142,-80.382965,34.776215
1053475566,"LOW COUNTRY HEALTH CARE SYSTEM, INC",1053475566,,751105,ENG,Y,N,N,N,N,Y,Y,Y,www.lowcountryhealthcaresystem.com/,NO,12/20/06,11/11/20,A,,MEGAN,ANDERSON,803-632-2533,PHARMACIST,"LOW COUNTRY HEALTH CARE SYSTEM, INC",,,,,,11/11/20,,,,,,,,US,United States,LOCATION,DOM,333 REVOLUTIONARY TRAIL,,FARIFAX,SC,29827,803-632-2533,803-632-1537,45005970400,+32.8745690,-081.3241455,-81.24994717,32.96691595
1053594812,WALGREEN CO,1053594812,,715817,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,12/14/07,9/2/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,2000 CELANESE RD,,ROCK HILL,SC,297321304,803-980-0095,,45091060907,+34.9949457,-081.0157575,-81.00615,34.976437
1053595074,WALGREEN CO,1053595074,,715833,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,12/27/07,8/30/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T,MR.,,,,,,,,,,US,United States,LOCATION,DOM,2198 SOUTHPORT RD,,SPARTANBURG,SC,293066258,864-582-5822,,45083022003,+34.8926326,-081.9215040,-81.88732,34.921345
1053782615,WAL-MART STORES EAST LP,1053782615,,716322,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,10/8/15,3/30/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1401 W GEORGIA RD,,SIMPSONVILLE,SC,296806322,864-757-7207,864-757-7206,45045003015,+34.6851224,-082.2888109,-82.29516,34.72304
1053788638,RPVR CORPORATION,1053788638,,716145,ENG,Y,Y,N,Y,Y,N,Y,Y,myfleetwoodpharmacy.com,NO,8/30/15,10/20/15,A,,BHAVESH,PATEL,864-442-5192,PIC,RPVR CORPORATION,,,,,,,,,,,,,,US,United States,LOCATION,DOM,121 FLEETWOOD DR,,EASLEY,SC,296402019,864-442-5192,864-442-5193,45077010801,+34.8349715,-082.6269605,-82.605995,34.840153
1063434702,SOUTH CAROLINA CVS PHARMACY LLC,1063434702,,716298,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,7/24/06,11/8/16,A,,SUSAN,COLBERT,401-770-2751,"SR. DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,3519 CLEMSON BLVD,,ANDERSON,SC,296211312,864-224-3972,864-932-4339,45007001000,+34.5398822,-082.6812250,-82.67464,34.549686
1063434710,SOUTH CAROLINA CVS PHARMACY LLC,1063434710,,716312,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,7/24/06,11/8/16,A,,SUSAN,COLBERT,401-770-2751,"SR. DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,694 FAIRVIEW RD,,SIMPSONVILLE,SC,296806708,864-963-4406,864-963-4406,45045003013,+34.6976980,-082.2623275,-82.25791,34.705093
1063515740,SOUTH CAROLINA CVS PHARMACY LLC,1063515740,,741220,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,3/1/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,333 HWY 9 BYPASS,,LANCASTER,SC,29720,803-286-8421,803-285-7263,45057010700,+34.7180813,-080.7600821,-80.76549852,34.73195932
1063581304,RANDY B BOLAND,1063581304,,728997,ENG,Y,N,N,N,N,Y,Y,Y,,NO,11/8/06,3/20/17,A,RPH,CAROLYN,BOLAND,803-829-2547,RPH,RANDY B BOLAND,,,,,,,,,,,,,,US,United States,LOCATION,DOM,7107 CHARLSTON HWY,,BOWMAN,SC,290180398,803-829-2547,803-829-2548,45075010500,+33.3425627,-080.6643583,-80.68196,33.34838
1063651941,WALGREEN CO,1063651941,,71575D,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,2/17/09,10/4/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T,MR.,,,,,,,,,,US,United States,LOCATION,DOM,814 E MAIN ST,,LAURENS,SC,293603535,864-984-5283,,45059920302,+34.4434477,-081.9881019,-81.98590857,34.49403776
1063695823,WALGREEN CO,1063695823,,71582D,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,12/14/07,1/6/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T,MR.,,,,,,,,,,US,United States,LOCATION,DOM,997 E LIBERTY ST,,YORK,SC,297452689,803-684-3358,,45091061602,+34.9921871,-081.2207561,-81.21121687,34.9872949
1063790947,SOUTH CAROLINA CVS PHARMACY LLC,1063790947,,713488,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,7/27/11,11/10/11,A,,SUSAN,COLBERT,401-770-2751,DIRECTOR PAYER RELATIONS,SOUTH CAROLINA CVS PHARMACY LLC,,,F,,,,,,,,,,,US,United States,LOCATION,DOM,35 S MAIN ST,,GREENVILLE,SC,296012708,864-370-4848,,45045000200,+34.8478319,-082.3974862,-82.39902371,34.85084243
1063876084,LOW COUNTRY HEALTH CARE SYSTEM,1063876084,,716450,ENG,Y,N,N,N,N,Y,Y,Y,www.lowcountryhealthcaresystem.com/pharmacy.html,NO,4/6/16,5/18/21,A,RPH,GARNET,BARNES,803-259-5762,PHARMACIST,LOW COUNTRY HEALTH CARE SYSTEM,,,,,,5/18/21,,,,,,,,US,United States,LOCATION,DOM,86 WREN ST,,BARNWELL,SC,298121529,803-259-5762,803-259-3050,45011970300,+33.2731810,-081.3721662,-81.36295,33.255436
1063905552,WALGREEN CO,1063905552,,7Z1042,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,6/11/18,8/14/19,A,,ALYSSA,SWEETEN,217-709-2386,MANAGER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,,,,,,,,,,,,US,United States,LOCATION,DOM,200 RUTLEDGE AVE,,CHARLESTON,SC,294035848,803-772-4809,,45019001000,+32.7919285,-079.9443325,-79.94659,32.78866
1063914372,HARRIS TEETER LLC,1063914372,,717992,ENG,Y,N,Y,N,Y,Y,Y,Y,www.harristeeter.com/pharmacy-services,NO,3/2/18,4/19/18,A,,ALLISON,BREDESTEGE,513-762-1019,MANAGER OF PHARMACY LICENSING,HARRIS TEETER LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1720 AUGUSTA ST,,GREENVILLE,SC,29605,513-762-1019,,45045001501,+34.8195180,-082.3970924,-82.39922,34.82838
1063915643,HUB CITY PHARMACY LLC,1063915643,,717852,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.hubcitypharmacy.info,NO,3/9/18,3/9/18,A,,SATISH,YELAMANCHILI,816-699-1889,OWNER,HUB CITY PHARMACY LLC,,,,MR.,,,,,,,,,,US,United States,LOCATION,DOM,1735 JOHN B WHITE SR BLVD,,SPARTANBURG,SC,293015482,816-699-1889,,45083022007,+34.9036817,-081.9662257,-81.983475,34.922817
1073038691,WALGREEN CO,1073038691,,717739,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.riteaid.com/pharmacy,YES,8/4/17,1/29/19,A,,ALYSSA,SWEETEN,217-709-2386,MANAGER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,,,,,,,,,,,,US,United States,LOCATION,DOM,2300 DECKER BLVD,,COLUMBIA,SC,292062311,803-788-3728,803-788-4219,45079011304,+34.0638032,-080.9420083,-80.94694,34.053932
1073146502,GREENVILLE HEALTH CORPORATION,1073146502,,7Z1076,ENG,Y,Y,Y,N,Y,Y,Y,Y,www.palmettohealth.org/medical-services/other-services/pharmacy-services,NO,2/12/20,4/14/20,A,,POLLY,MILLER,864-522-2286,VP PAYOR STRATEGIES & ALIGNMENT,GREENVILLE HEALTH CORPORATION,,,H.,,,4/14/20,,,,,,,,US,United States,LOCATION,DOM,115 N SUMTER ST STE 220,,SUMTER,SC,291504972,803-774-8772,864-455-8247,45085001300,+33.9165836,-080.3525729,-80.34281008,33.9239487
1073530226,WAL-MART STORES EAST LP,1073530226,,724181,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,7/16/06,2/16/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,2151 E MAIN ST,,SPARTANBURG,SC,293071441,864-529-0379,,45083021303,+34.9613348,-081.8731163,-81.87800936,34.97453906
1073616413,SOUTH CAROLINA CVS PHARMACY LLC,1073616413,,743025,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,12/6/11,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,500 KNOX ABBOTT DR,,CAYCE,SC,290334125,803-796-3116,,45063020300,+33.9896272,-081.0628508,-81.05637,33.98502
1073616751,SOUTH CAROLINA CVS PHARMACY LLC,1073616751,,742065,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,2/8/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,408 B E GREER ST,,HONEA PATH,SC,29654,864-369-2822,,45007011500,+34.4662024,-082.4055574,-82.38808,34.445885
1073789111,INGLES MARKETS INC,1073789111,,799367,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.ingles-markets.com/inside/pharmacy/pharmacy-info,NO,5/7/08,8/15/19,A,RPH,STEPHEN,CUCCHI,828-669-2941,VP OF PHARMACY,INGLES MARKETS INC,,,V,MR.,,,,,,,,,,US,United States,LOCATION,DOM,2375 CHESNEE HWY,,SPARTANBURG,SC,29303,864-573-9408,864-582-5881,45083021402,+35.0164539,-081.9222548,-81.89604,35.027615
1073917043,ST FRANCIS HOSPITAL INC,1073917043,,715430,ENG,Y,N,Y,Y,Y,Y,Y,Y,stfranciscancercenter.org/center,NO,10/20/14,10/28/20,A,,KIMBERLY,RALSTON,419-996-5119,SYSTEM DIRECTOR,ST FRANCIS HOSPITAL INC,,,,,,10/22/20,,,,,,,,US,United States,LOCATION,DOM,104 INNOVATION DR STE 1050,,GREENVILLE,SC,296075253,864-603-6392,864-603-6145,45045002811,+34.8066326,-082.3037438,-82.317635,34.804966
1083139745,WALGREEN CO,1083139745,,71774D,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.riteaid.com/pharmacy,YES,8/3/17,1/25/19,A,,ALYSSA,SWEETEN,217-709-2386,AUTHORIZE OFFICIAL,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,,,,,,,,,,,,US,United States,LOCATION,DOM,702 MAIN ST,,WEST COLUMBIA,SC,291704020,803-955-2302,803-955-2343,45063020703,+33.9136144,-081.1464299,-81.13343,33.91433
1083171185,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,1083171185,,7Z1019,ENG,Y,N,Y,N,Y,Y,Y,Y,www.muschealth.org/pharmacy/index.html,NO,2/25/19,3/4/19,A,PHARMD,HEATHER,EASTERLING,843-792-5691,ADMINISTRATOR,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,,,,,,,,,,,,,,US,United States,LOCATION,DOM,2250 MALL DRIVE,,NORTH CHARLESTON,SC,29406,843-876-0199,,45019003111,+32.8740625,-080.0295600,-80.0112348,32.8797879
1083619464,"ORANGE CUT RATE DRUG STORE, INC",1083619464,,705974,ENG,Y,Y,Y,N,N,Y,Y,Y,,NO,6/14/05,8/30/16,A,RPH,CHARLES,THOMPSON,803-536-0007,OWNER,"ORANGE CUT RATE DRUG STORE, INC",,,PAIGE,MR.,JR.,,,,,,,,,US,United States,LOCATION,DOM,1144 RUSSELL ST,,ORANGEBURG,SC,291154762,803-534-5931,,45075011300,+33.4824862,-080.8596624,-80.864746,33.489285
1083631238,WAL-MART STORES EAST LP,1083631238,,723324,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,7/16/06,2/16/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1040 CHESTERFIELD HWY # 10,,CHERAW,SC,295207010,843-537-2741,,45025950502,+34.7080062,-079.9249608,-79.93213,34.699165
1083632822,WAL-MART STORES EAST LP,1083632822,,776207,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,7/18/06,2/16/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1286 EIGHTEEN MILE RD,,CENTRAL,SC,296308605,864-639-5665,864-639-3064,45077011102,+34.7109098,-082.7563613,-82.75998,34.70797
1083632889,WAL-MART STORES EAST LP,1083632889,,725790,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,7/18/06,2/16/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1691 J A COCHRAN BYP,,CHESTER,SC,297062204,803-581-3096,,45023020100,+34.7072992,-081.1976304,-81.19205,34.69703
1083675391,TIMMONSVILLE DRUG INC,1083675391,,746837,ENG,Y,Y,Y,N,N,Y,Y,Y,http://healthmart.com/,NO,3/28/06,8/7/09,A,,DOUGLAS,MOORE,843-346-5410,TREASURER MANG,TIMMONSVILLE DRUG INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,309 E SMITH ST,,TIMMONSVILLE,SC,291611821,843-346-5410,843-346-5414,45041002600,+34.0956922,-079.9204399,-79.93766317,34.13489494
1083711584,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",1083711584,,710740,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/20/06,2/29/12,A,,SUSAN,COLBERT,401-770-2751,DIRECTOR PAYER RELATIONS,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,3710 HWY 17 BYPASS,,MURRELLS INLET,SC,29576,843-651-8975,,45043920501,+33.5608845,-079.0419987,-79.03514097,33.56972972
1083717763,SOUTH CAROLINA CVS PHARMACY LLC,1083717763,,711297,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,2/1/21,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,1/29/21,,,,,,,,US,United States,LOCATION,DOM,2100 AUGUSTA ST,,GREENVILLE,SC,296051741,864-255-3878,,45045004200,+34.8345704,-082.3904774,-82.39433791,34.82587729
1083727630,HUBBARD YOUNG PHARMACY INC,1083727630,,716906,ENG,Y,Y,N,N,Y,Y,Y,Y,https://www.hubbardyoungpharmacy.com,NO,8/17/06,2/21/17,A,PHARMD,THOMAS,TEASLEY,864-654-1771,PRESIDENT,HUBBARD YOUNG PHARMACY INC,,,H,,,,,,,,,,,US,United States,LOCATION,DOM,402 COLLEGE AVE,,CLEMSON,SC,296312923,864-654-1771,864-654-1772,45077011205,+34.6834674,-082.8345660,-82.835724,34.687065
1083801286,IRMO DRUG INC,1083801286,,796433,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.irmodrug.com,NO,10/2/07,8/2/16,A,RPH,ROBERT,CHAPMAN,803-749-7485,PIC,IRMO DRUG INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1009 LAKE MURRAY BLVD,STE B,IRMO,SC,290632824,803-749-7485,803-749-7488,45063021112,+34.0793287,-081.1703013,-81.1748,34.089394
1083964829,PUBLIX SUPER MARKETS INC,1083964829,,714207,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy,NO,9/19/12,11/18/19,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,PUBLIX SUPER MARKETS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,928 GOLD HILL RD,,FORT MILL,SC,297087947,803-548-7917,865-214-2869,45091061005,+35.0499459,-080.9660887,-80.96521,35.061466
1093018228,SOUTH CAROLINA CVS PHARMACY LLC,1093018228,,711283,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,12/9/10,2/29/12,A,,SUSAN,COLBERT,401-770-2751,DIRECTOR PAYER RELATIONS,SOUTH CAROLINA CVS PHARMACY LLC,,,F,,,,,,,,,,,US,United States,LOCATION,DOM,820 N. MAIN ST.,,WOODRUFF,SC,29388,864-476-0463,,45083023600,+34.7198669,-082.0268573,-82.04573,34.748653
1093064172,FAMILY PHARMACY LLC,1093064172,,714098,ENG,Y,Y,Y,Y,Y,Y,Y,Y,www.mygnp.com/,NO,9/5/12,10/1/12,A,,SACHINKUMAR,PATEL,864-543-2852,R.PH,FAMILY PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,206 N CAMBRIDGE ST,,NINETY SIX,SC,296661011,864-543-2852,864-543-2982,45047970702,+34.1649441,-082.0235799,-82.02349555,34.17851739
1093141970,CLINTON DISCOUNT PHARMACY LLC,1093141970,,714833,ENG,Y,Y,Y,N,N,Y,Y,Y,clinton-discount-pharmacy.business.site/,NO,9/23/13,2/20/17,A,,PANKAJKUMAR,RAVANI,864-387-7151,PHARMACIST IN CHARGE,CLINTON DISCOUNT PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,202 N BROAD ST,,CLINTON,SC,293252304,864-387-7151,864-342-7938,45059920600,+34.5100227,-081.7986227,-81.8807613,34.47583794
1093720161,WALGREEN CO,1093720161,,715823,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,7/29/06,8/25/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,1000 BROAD ST,,SUMTER,SC,291502505,803-773-7302,,45085000901,+33.9483910,-080.3732220,-80.37259,33.94524
1093720187,WALGREEN CO,1093720187,,715776,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,7/29/06,7/21/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T,MR.,,,,,,,,,,US,United States,LOCATION,DOM,1010 OLD BARNWELL RD,,WEST COLUMBIA,SC,291703406,803-358-0612,,45063021017,+33.9403109,-081.1950024,-81.16911,33.944775
1093732257,WAL-MART STORES EAST LP,1093732257,,738768,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,7/16/06,2/16/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,5556 SUNSET BLVD,,LEXINGTON,SC,290727989,803-808-3747,,45063021032,+34.0104257,-081.2150799,-81.223976,33.99559
1093755431,PUBLIX SUPER MARKETS INC,1093755431,,772916,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy,NO,6/7/06,11/15/19,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,PUBLIX SUPER MARKETS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,7320 BROAD RIVER RD,,IRMO,SC,290639656,803-407-0436,803-407-0662,45079010309,+34.1136634,-081.1410202,-81.15957,34.096
1093812596,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",1093812596,,710821,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/20/06,2/29/12,A,,SUSAN,COLBERT,401-770-2751,DIRECTOR PAYER RELATIONS,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,1141 STATE PARK RD,,GREENVILLE,SC,29609,864-240-7421,,45045003802,+34.9136194,-082.4167711,-82.38851,34.90344
1093942906,WAL-MART STORES EAST LP,1093942906,,710529,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,6/18/09,2/16/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1180 DUTCH FORK RD,,IRMO,SC,290638874,803-781-7877,,45079010306,+34.1347747,-081.2648753,-81.228714,34.1261
1093988214,WALGREEN CO.,1093988214,,715729,ENG,N,N,N,N,N/A,N,Y,Y,https://www.walgreens.com/pharmacy/,YES,4/9/08,9/2/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO.,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T,MR.,,,,,,,,,,US,United States,LOCATION,DOM,4380 JEFFERSON DAVIS HWY,,BEECH ISLAND,SC,298424864,803-593-5506,,45003021002,+33.5044854,-081.9155699,-81.90023,33.504032
1104069707,MEDS & MORE LLC,1104069707,,710357,ENG,Y,Y,Y,Y,N,Y,Y,Y,,NO,4/13/09,3/29/13,A,,SHERRY,BLOSSER,843-756-4664,OWNER/PHARMACIST IN CHARGE,MEDS & MORE LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,3914 MAIN ST,,LORIS,SC,295693018,843-756-4664,843-756-4668,45051020200,+34.0490659,-078.8433664,-78.89246,34.057274
1104114388,WALGREEN CO,1104114388,,715792,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,7/21/11,10/5/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T,MR.,,,,,,,,,,US,United States,LOCATION,DOM,3501 HIGHWAY 153,,GREENVILLE,SC,296117515,864-295-2029,,45007010103,+34.7838001,-082.5142370,-82.48269,34.788635
1104275403,SANDHILLS MEDICAL FOUNDATION,1104275403,,716616,ENG,Y,N,N,N,Y,Y,Y,Y,sandhillsmedical.org/services/pharmacy,NO,6/7/16,6/7/16,A,PHARMD,ALYSSA,NORWOOD,843-335-8291,CHIEF PHARMACY OFFICER,SANDHILLS MEDICAL FOUNDATION,,,L,DR.,,,,,,,,,,US,United States,LOCATION,DOM,645 S SEVENTH ST,,MC BEE,SC,291017101,843-335-8291,843-335-8731,45025950800,+34.4978789,-080.2561591,-80.25917,34.462074
1104343623,WALGREEN CO,1104343623,,717731,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.riteaid.com/pharmacy,YES,8/25/17,2/25/19,A,,ALYSSA,SWEETEN,217-709-2386,MANAGER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,,,,,,,,,,,,US,United States,LOCATION,DOM,1905 HIGHWAY 544,,CONWAY,SC,295269202,843-347-7617,843-234-0898,45051060406,+33.7513210,-079.0028446,-79.01989,33.764824
1104458173,GOVINDA LLC,1104458173,,7Z1071,"ENG, HINDI GUJARATI",Y,N,N,N,Y,Y,Y,Y,,NO,2/7/20,3/16/20,A,RPH,KUNTAL,PATEL,864-237-5501,PARTNER,GOVINDA LLC,,,,MR.,,3/16/20,,,,,,,,US,United States,LOCATION,DOM,2528 BOILING SPRINGS RD,,BOILING SPRINGS,SC,293165360,864-515-2600,864-256-3499,45083022406,+35.0323381,-081.9747638,-81.967896,35.030403
1104831056,INGLES MARKETS INC,1104831056,,760020,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.ingles-markets.com/inside/pharmacy/pharmacy-info,NO,7/29/06,8/14/19,A,RPH,STEPHEN,CUCCHI,828-669-2941,VP OF PHARMACY,INGLES MARKETS INC,,,V,MR.,,,,,,,,,,US,United States,LOCATION,DOM,8650 ASHEVILLE HWY,,SPARTANBURG,SC,293164606,864-578-6243,864-578-4720,45083021803,+35.0125503,-082.0030763,-82.00392429,35.00352367
