contaminant_name,media,site_name,epa_id,city,county,state,zip_code,site_location,latitude,longitude,region,npl_status,superfund_alternative_agreement,federal_facility,operable_unit_number,sequence_id,decision_document_type,actual_completion_date,fiscal_year,geoid,tract_latitude,tract_longitude,lat,lon
MANGANESE,Soil,ELMORE WASTE DISPOSAL,SCD980839542,GREER,SPARTANBURG,SC,29651,107 South Main Street,34.935905,-82.216599,4,Currently on the Final NPL,N,N,1,1,Record of Decision,4/26/93,1993,45045002505,+34.9340064,-082.2349844,-82.2272119,34.9381361
NICKEL,Groundwater,ELMORE WASTE DISPOSAL,SCD980839542,GREER,SPARTANBURG,SC,29651,107 South Main Street,34.935905,-82.216599,4,Currently on the Final NPL,N,N,1,1,Record of Decision,4/26/93,1993,45045002505,+34.9340064,-082.2349844,-82.2272119,34.9381361
NICKEL,Soil,ELMORE WASTE DISPOSAL,SCD980839542,GREER,SPARTANBURG,SC,29651,107 South Main Street,34.935905,-82.216599,4,Currently on the Final NPL,N,N,1,1,Record of Decision,4/26/93,1993,45045002505,+34.9340064,-082.2349844,-82.2272119,34.9381361
TETRACHLOROETHENE,Groundwater,ELMORE WASTE DISPOSAL,SCD980839542,GREER,SPARTANBURG,SC,29651,107 South Main Street,34.935905,-82.216599,4,Currently on the Final NPL,N,N,1,1,Record of Decision,4/26/93,1993,45045002505,+34.9340064,-082.2349844,-82.2272119,34.9381361
TRICHLOROETHENE,Groundwater,ELMORE WASTE DISPOSAL,SCD980839542,GREER,SPARTANBURG,SC,29651,107 South Main Street,34.935905,-82.216599,4,Currently on the Final NPL,N,N,1,1,Record of Decision,4/26/93,1993,45045002505,+34.9340064,-082.2349844,-82.2272119,34.9381361
VANADIUM,Groundwater,ELMORE WASTE DISPOSAL,SCD980839542,GREER,SPARTANBURG,SC,29651,107 South Main Street,34.935905,-82.216599,4,Currently on the Final NPL,N,N,1,1,Record of Decision,4/26/93,1993,45045002505,+34.9340064,-082.2349844,-82.2272119,34.9381361
VANADIUM,Soil,ELMORE WASTE DISPOSAL,SCD980839542,GREER,SPARTANBURG,SC,29651,107 South Main Street,34.935905,-82.216599,4,Currently on the Final NPL,N,N,1,1,Record of Decision,4/26/93,1993,45045002505,+34.9340064,-082.2349844,-82.2272119,34.9381361
CHROMIUM,Groundwater,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,ROD Amendment,7/13/93,1993,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
CHROMIUM,Soil,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,ROD Amendment,7/13/93,1993,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
LEAD,Groundwater,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,ROD Amendment,7/13/93,1993,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
LEAD,Soil,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,ROD Amendment,7/13/93,1993,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
POLYCHLORINATED BIPHENYLS (PCBs),Soil,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,ROD Amendment,7/13/93,1993,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
TOLUENE,Soil,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,ROD Amendment,7/13/93,1993,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
CADMIUM,Groundwater,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,2,ROD Amendment,9/9/98,1998,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
LEAD,Groundwater,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,2,ROD Amendment,9/9/98,1998,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
"1,1,1-TRICHLOROETHANE",Soil,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,6/1/87,1987,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
"1,1-DICHLOROETHANE",Groundwater,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,6/1/87,1987,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
"1,1-DICHLOROETHANE",Soil,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,6/1/87,1987,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
"1,1-DICHLOROETHENE",Groundwater,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,6/1/87,1987,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
"1,2-DICHLOROBENZENE",Groundwater,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,6/1/87,1987,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
"2,4-DIMETHYLPHENOL",Groundwater,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,6/1/87,1987,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
2-METHYLNAPHTHALENE,Groundwater,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,6/1/87,1987,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
2-METHYLPHENOL (O-CRESOL),Groundwater,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,6/1/87,1987,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
"3,5,5-TRIMETHYLCYCLOHEX-2-EN-1-ONE",Groundwater,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,6/1/87,1987,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
4-METHYLPHENOL (P-CRESOL),Groundwater,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,6/1/87,1987,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
AROCLOR 1254,Soil,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,6/1/87,1987,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
ARSENIC,Groundwater,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,6/1/87,1987,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
BENZENE,Groundwater,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,6/1/87,1987,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
BENZO(B)FLUORANTHENE,Soil,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,6/1/87,1987,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
BENZOIC ACID,Groundwater,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,6/1/87,1987,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
BENZO[A]ANTHRACENE,Soil,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,6/1/87,1987,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
BENZO[A]PYRENE,Soil,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,6/1/87,1987,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
BIS(2-ETHYLHEXYL)PHTHALATE,Groundwater,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,6/1/87,1987,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
BROMODICHLOROMETHANE,Groundwater,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,6/1/87,1987,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
CADMIUM,Groundwater,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,6/1/87,1987,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
CHLOROETHANE,Groundwater,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,6/1/87,1987,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
CHLOROFORM,Groundwater,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,6/1/87,1987,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
CHROMIUM,Soil,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,6/1/87,1987,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
CHRYSENE,Soil,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,6/1/87,1987,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
DI-N-OCTYL PHTHALATE,Groundwater,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,6/1/87,1987,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
DIMETHYL PHTHALATE,Groundwater,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,6/1/87,1987,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
ETHYLBENZENE,Soil,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,6/1/87,1987,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
LEAD,Groundwater,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,6/1/87,1987,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
LEAD,Soil,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,6/1/87,1987,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
MERCURY,Soil,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,6/1/87,1987,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
NAPHTHALENE,Groundwater,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,6/1/87,1987,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
TOLUENE,Groundwater,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,6/1/87,1987,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
TOLUENE,Soil,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,6/1/87,1987,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
"TRANS-1,2-DICHLOROETHENE",Groundwater,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,6/1/87,1987,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
TRICHLOROETHENE,Soil,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,6/1/87,1987,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
XYLENE (MIXED ISOMERS),Groundwater,GEIGER (C & M OIL),SCD980711279,HOLLYWOOD,CHARLESTON,SC,29449,162 Baptist Hill Road,32.773611,-80.159161,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,6/1/87,1987,45019002502,+32.7290527,-080.2269830,-80.2417651,32.7343442
"1,1,1-TRICHLOROETHANE",Soil,GOLDEN STRIP SEPTIC TANK SERVICE,SCD980799456,SIMPSONVILLE,GREENVILLE,SC,29681,117 Southeast Main Street,34.785,-82.2466,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,9/12/91,1991,45045003011,+34.7317039,-082.2349019,-82.2542834,34.7370639
"1,2-DICHLOROETHANE",Groundwater,GOLDEN STRIP SEPTIC TANK SERVICE,SCD980799456,SIMPSONVILLE,GREENVILLE,SC,29681,117 Southeast Main Street,34.785,-82.2466,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,9/12/91,1991,45045003011,+34.7317039,-082.2349019,-82.2542834,34.7370639
"1,2-DICHLOROETHENE (CIS AND TRANS MIXTURE)",Sludge,GOLDEN STRIP SEPTIC TANK SERVICE,SCD980799456,SIMPSONVILLE,GREENVILLE,SC,29681,117 Southeast Main Street,34.785,-82.2466,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,9/12/91,1991,45045003011,+34.7317039,-082.2349019,-82.2542834,34.7370639
"1,2-DICHLOROETHENE (CIS AND TRANS MIXTURE)",Soil,GOLDEN STRIP SEPTIC TANK SERVICE,SCD980799456,SIMPSONVILLE,GREENVILLE,SC,29681,117 Southeast Main Street,34.785,-82.2466,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,9/12/91,1991,45045003011,+34.7317039,-082.2349019,-82.2542834,34.7370639
"1,2-DICHLOROPROPANE",Groundwater,GOLDEN STRIP SEPTIC TANK SERVICE,SCD980799456,SIMPSONVILLE,GREENVILLE,SC,29681,117 Southeast Main Street,34.785,-82.2466,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,9/12/91,1991,45045003011,+34.7317039,-082.2349019,-82.2542834,34.7370639
2-BUTANONE (METHYL ETHYL KETONE),Sludge,GOLDEN STRIP SEPTIC TANK SERVICE,SCD980799456,SIMPSONVILLE,GREENVILLE,SC,29681,117 Southeast Main Street,34.785,-82.2466,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,9/12/91,1991,45045003011,+34.7317039,-082.2349019,-82.2542834,34.7370639
2-BUTANONE (METHYL ETHYL KETONE),Soil,GOLDEN STRIP SEPTIC TANK SERVICE,SCD980799456,SIMPSONVILLE,GREENVILLE,SC,29681,117 Southeast Main Street,34.785,-82.2466,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,9/12/91,1991,45045003011,+34.7317039,-082.2349019,-82.2542834,34.7370639
ACETONE,Sludge,GOLDEN STRIP SEPTIC TANK SERVICE,SCD980799456,SIMPSONVILLE,GREENVILLE,SC,29681,117 Southeast Main Street,34.785,-82.2466,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,9/12/91,1991,45045003011,+34.7317039,-082.2349019,-82.2542834,34.7370639
ACETONE,Soil,GOLDEN STRIP SEPTIC TANK SERVICE,SCD980799456,SIMPSONVILLE,GREENVILLE,SC,29681,117 Southeast Main Street,34.785,-82.2466,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,9/12/91,1991,45045003011,+34.7317039,-082.2349019,-82.2542834,34.7370639
ANTIMONY,Sludge,GOLDEN STRIP SEPTIC TANK SERVICE,SCD980799456,SIMPSONVILLE,GREENVILLE,SC,29681,117 Southeast Main Street,34.785,-82.2466,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,9/12/91,1991,45045003011,+34.7317039,-082.2349019,-82.2542834,34.7370639
ANTIMONY,Soil,GOLDEN STRIP SEPTIC TANK SERVICE,SCD980799456,SIMPSONVILLE,GREENVILLE,SC,29681,117 Southeast Main Street,34.785,-82.2466,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,9/12/91,1991,45045003011,+34.7317039,-082.2349019,-82.2542834,34.7370639
ARSENIC,Sludge,GOLDEN STRIP SEPTIC TANK SERVICE,SCD980799456,SIMPSONVILLE,GREENVILLE,SC,29681,117 Southeast Main Street,34.785,-82.2466,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,9/12/91,1991,45045003011,+34.7317039,-082.2349019,-82.2542834,34.7370639
ARSENIC,Soil,GOLDEN STRIP SEPTIC TANK SERVICE,SCD980799456,SIMPSONVILLE,GREENVILLE,SC,29681,117 Southeast Main Street,34.785,-82.2466,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,9/12/91,1991,45045003011,+34.7317039,-082.2349019,-82.2542834,34.7370639
BIS(2-ETHYLHEXYL)PHTHALATE,Sludge,GOLDEN STRIP SEPTIC TANK SERVICE,SCD980799456,SIMPSONVILLE,GREENVILLE,SC,29681,117 Southeast Main Street,34.785,-82.2466,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,9/12/91,1991,45045003011,+34.7317039,-082.2349019,-82.2542834,34.7370639
BIS(2-ETHYLHEXYL)PHTHALATE,Soil,GOLDEN STRIP SEPTIC TANK SERVICE,SCD980799456,SIMPSONVILLE,GREENVILLE,SC,29681,117 Southeast Main Street,34.785,-82.2466,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,9/12/91,1991,45045003011,+34.7317039,-082.2349019,-82.2542834,34.7370639
CADMIUM,Liquid Waste,GOLDEN STRIP SEPTIC TANK SERVICE,SCD980799456,SIMPSONVILLE,GREENVILLE,SC,29681,117 Southeast Main Street,34.785,-82.2466,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,9/12/91,1991,45045003011,+34.7317039,-082.2349019,-82.2542834,34.7370639
CADMIUM,Sludge,GOLDEN STRIP SEPTIC TANK SERVICE,SCD980799456,SIMPSONVILLE,GREENVILLE,SC,29681,117 Southeast Main Street,34.785,-82.2466,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,9/12/91,1991,45045003011,+34.7317039,-082.2349019,-82.2542834,34.7370639
CADMIUM,Soil,GOLDEN STRIP SEPTIC TANK SERVICE,SCD980799456,SIMPSONVILLE,GREENVILLE,SC,29681,117 Southeast Main Street,34.785,-82.2466,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,9/12/91,1991,45045003011,+34.7317039,-082.2349019,-82.2542834,34.7370639
CHLOROBENZENE,Sludge,GOLDEN STRIP SEPTIC TANK SERVICE,SCD980799456,SIMPSONVILLE,GREENVILLE,SC,29681,117 Southeast Main Street,34.785,-82.2466,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,9/12/91,1991,45045003011,+34.7317039,-082.2349019,-82.2542834,34.7370639
CHLOROBENZENE,Soil,GOLDEN STRIP SEPTIC TANK SERVICE,SCD980799456,SIMPSONVILLE,GREENVILLE,SC,29681,117 Southeast Main Street,34.785,-82.2466,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,9/12/91,1991,45045003011,+34.7317039,-082.2349019,-82.2542834,34.7370639
CHROMIUM,Groundwater,GOLDEN STRIP SEPTIC TANK SERVICE,SCD980799456,SIMPSONVILLE,GREENVILLE,SC,29681,117 Southeast Main Street,34.785,-82.2466,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,9/12/91,1991,45045003011,+34.7317039,-082.2349019,-82.2542834,34.7370639
CHROMIUM,Liquid Waste,GOLDEN STRIP SEPTIC TANK SERVICE,SCD980799456,SIMPSONVILLE,GREENVILLE,SC,29681,117 Southeast Main Street,34.785,-82.2466,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,9/12/91,1991,45045003011,+34.7317039,-082.2349019,-82.2542834,34.7370639
CHROMIUM,Sludge,GOLDEN STRIP SEPTIC TANK SERVICE,SCD980799456,SIMPSONVILLE,GREENVILLE,SC,29681,117 Southeast Main Street,34.785,-82.2466,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,9/12/91,1991,45045003011,+34.7317039,-082.2349019,-82.2542834,34.7370639
CHROMIUM,Soil,GOLDEN STRIP SEPTIC TANK SERVICE,SCD980799456,SIMPSONVILLE,GREENVILLE,SC,29681,117 Southeast Main Street,34.785,-82.2466,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,9/12/91,1991,45045003011,+34.7317039,-082.2349019,-82.2542834,34.7370639
COPPER,Sludge,GOLDEN STRIP SEPTIC TANK SERVICE,SCD980799456,SIMPSONVILLE,GREENVILLE,SC,29681,117 Southeast Main Street,34.785,-82.2466,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,9/12/91,1991,45045003011,+34.7317039,-082.2349019,-82.2542834,34.7370639
COPPER,Soil,GOLDEN STRIP SEPTIC TANK SERVICE,SCD980799456,SIMPSONVILLE,GREENVILLE,SC,29681,117 Southeast Main Street,34.785,-82.2466,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,9/12/91,1991,45045003011,+34.7317039,-082.2349019,-82.2542834,34.7370639
CYANIDE,Sludge,GOLDEN STRIP SEPTIC TANK SERVICE,SCD980799456,SIMPSONVILLE,GREENVILLE,SC,29681,117 Southeast Main Street,34.785,-82.2466,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,9/12/91,1991,45045003011,+34.7317039,-082.2349019,-82.2542834,34.7370639
CYANIDE,Soil,GOLDEN STRIP SEPTIC TANK SERVICE,SCD980799456,SIMPSONVILLE,GREENVILLE,SC,29681,117 Southeast Main Street,34.785,-82.2466,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,9/12/91,1991,45045003011,+34.7317039,-082.2349019,-82.2542834,34.7370639
DICHLOROMETHANE (METHYLENE CHLORIDE),Sludge,GOLDEN STRIP SEPTIC TANK SERVICE,SCD980799456,SIMPSONVILLE,GREENVILLE,SC,29681,117 Southeast Main Street,34.785,-82.2466,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,9/12/91,1991,45045003011,+34.7317039,-082.2349019,-82.2542834,34.7370639
DICHLOROMETHANE (METHYLENE CHLORIDE),Soil,GOLDEN STRIP SEPTIC TANK SERVICE,SCD980799456,SIMPSONVILLE,GREENVILLE,SC,29681,117 Southeast Main Street,34.785,-82.2466,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,9/12/91,1991,45045003011,+34.7317039,-082.2349019,-82.2542834,34.7370639
ETHYLBENZENE,Sludge,GOLDEN STRIP SEPTIC TANK SERVICE,SCD980799456,SIMPSONVILLE,GREENVILLE,SC,29681,117 Southeast Main Street,34.785,-82.2466,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,9/12/91,1991,45045003011,+34.7317039,-082.2349019,-82.2542834,34.7370639
ETHYLBENZENE,Soil,GOLDEN STRIP SEPTIC TANK SERVICE,SCD980799456,SIMPSONVILLE,GREENVILLE,SC,29681,117 Southeast Main Street,34.785,-82.2466,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,9/12/91,1991,45045003011,+34.7317039,-082.2349019,-82.2542834,34.7370639
LEAD,Groundwater,GOLDEN STRIP SEPTIC TANK SERVICE,SCD980799456,SIMPSONVILLE,GREENVILLE,SC,29681,117 Southeast Main Street,34.785,-82.2466,4,Deleted from the Final NPL,N,N,1,1,Record of Decision,9/12/91,1991,45045003011,+34.7317039,-082.2349019,-82.2542834,34.7370639
