ncessch,leaid,leanm05,schnam05,geoid,tract_latitude,tract_longitude,lat,lon
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,LAKEWOOD ELEMENTARY SCHOOL,45051051403,+33.6517690,-078.9651225,33.64872,-78.94856
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,CONWAY MIDDLE SCHOOL,45051070200,+33.8580120,-079.0476531,33.84365,-79.05512
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,LORIS MIDDLE SCHOOL,45051020200,+34.0490659,-078.8433664,34.06451,-78.89207
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,SOCASTEE HIGH SCHOOL,45051051501,+33.6916274,-078.9850450,33.68499,-78.98504
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,MYRTLE BEACH HIGH SCHOOL,45051050500,+33.7168113,-078.8665665,33.71931,-78.8697
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,GREEN SEA FLOYDS HIGH,45051010100,+34.1740918,-079.0834546,34.15224,-79.02807
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,CONWAY HIGH SCHOOL,45051070400,+33.8403088,-079.0952981,33.85115,-79.07346
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,LORIS HIGH SCHOOL,45051020200,+34.0490659,-078.8433664,34.04455,-78.86529
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,NORTH MYRTLE BEACH HIGH SCHOOL,45051040102,+33.8606822,-078.6881471,33.85731,-78.66059
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,AYNOR HIGH SCHOOL,45051080102,+34.0039385,-079.2072429,33.99294,-79.20736
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,ACADEMY FOR ARTS SCIENCE & TEC,45051050303,+33.7568838,-078.8111818,33.75461,-78.8228
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,THE CAREER CENTER,45051070701,+33.9301965,-079.0725104,33.8767,-79.09905
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,PALMETTO BAYS ELEMENTARY,45051060406,+33.7513210,-079.0028446,33.72565,-79.02403
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,AYNOR MIDDLE SCHOOL,45051080102,+34.0039385,-079.2072429,33.9986,-79.21421
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,SAINT JAMES HIGH,45051051604,+33.5900710,-079.0642326,33.60537,-79.05718
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,NORTH MYRTLE BEACH INTERMEDIATE,45051040102,+33.8606822,-078.6881471,33.84694,-78.68464
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,BRIDGEWATER ACADEMY (CHARTER),45051060204,+33.7068355,-078.9669823,33.7193,-78.93203
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,THE ACADEMY FOR TECHNOLOGY AND ACADEMICS,45051070701,+33.9301965,-079.0725104,33.9346,-79.0334
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,WHITTEMORE PARK MIDDLE,45051070400,+33.8403088,-079.0952981,33.83625,-79.06929
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,MYRTLE BEACH MIDDLE SCHOOL,45051050500,+33.7168113,-078.8665665,33.71585,-78.86478
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,ST. JAMES ELEMENTARY SCHOOL,45051051605,+33.6150143,-079.0285564,33.62297,-79.03369
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,FORESTBROOK ELEMENTARY SCHOOL,45051060203,+33.7255263,-078.9848479,33.70727,-78.98508
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,ST. JAMES MIDDLE SCHOOL,45051051605,+33.6150143,-079.0285564,33.6129,-79.01891
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,NORTH MYRTLE BEACH ELEMENTARY,45051040102,+33.8606822,-078.6881471,33.84694,-78.68464
4.5e+11,4502520,JASPER COUNTY SCHOOL DISTRICT,JASPER COUNTY HIGH SCHOOL,45053950202,+32.5364880,-080.8861724,32.4868,-80.9847
4.5e+11,4502520,JASPER COUNTY SCHOOL DISTRICT,WEST HARDEEVILLE ELEMENTARY,45053950300,+32.2481288,-081.0599775,32.297,-81.0972
4.5e+11,4502520,JASPER COUNTY SCHOOL DISTRICT,RIDGELAND ELEMENTARY,45053950202,+32.5364880,-080.8861724,32.5081,-80.951
4.5e+11,4502520,JASPER COUNTY SCHOOL DISTRICT,RIDGELAND MIDDLE,45053950202,+32.5364880,-080.8861724,32.49937,-80.94282
4.5e+11,4502550,KERSHAW COUNTY SCHOOL DISTRICT,WATEREE ELEMENTARY,45055970905,+34.1988492,-080.7092803,34.21297,-80.7285
4.5e+11,4502550,KERSHAW COUNTY SCHOOL DISTRICT,LESLIE M. STOVER MIDDLE SCHOOL,45055970904,+34.1845536,-080.7606670,34.18046,-80.78886
4.5e+11,4502550,KERSHAW COUNTY SCHOOL DISTRICT,BARON-DEKALB ELEMENTARY,45055970300,+34.4430660,-080.7244223,34.40155,-80.69213
4.5e+11,4502550,KERSHAW COUNTY SCHOOL DISTRICT,BETHUNE ELEMENTARY SCHOOL,45055970100,+34.4265586,-080.3805615,34.41201,-80.34208
4.5e+11,4502550,KERSHAW COUNTY SCHOOL DISTRICT,BLANEY ELEMENTARY SCHOOL,45055970904,+34.1845536,-080.7606670,34.18355,-80.78695
4.5e+11,4502550,KERSHAW COUNTY SCHOOL DISTRICT,JACKSON SCHOOL,45055970800,+34.2226390,-080.5951484,34.24627,-80.61148
4.5e+11,4502550,KERSHAW COUNTY SCHOOL DISTRICT,LUGOFF ELEMENTARY,45055970402,+34.2346731,-080.6900046,34.22666,-80.6941
4.5e+11,4502550,KERSHAW COUNTY SCHOOL DISTRICT,MIDWAY ELEMENTARY,45055970602,+34.3673741,-080.6043918,34.35012,-80.49475
4.5e+11,4502550,KERSHAW COUNTY SCHOOL DISTRICT,MT PISGAH ELEMENTARY SCHOOL,45055970200,+34.5100021,-080.4724066,34.55309,-80.44904
4.5e+11,4502550,KERSHAW COUNTY SCHOOL DISTRICT,PINE TREE HILL EL,45055970800,+34.2226390,-080.5951484,34.25104,-80.5862
4.5e+11,4502550,KERSHAW COUNTY SCHOOL DISTRICT,LUGOFF ELGIN MIDDLE,45055970402,+34.2346731,-080.6900046,34.2166,-80.70146
4.5e+11,4502550,KERSHAW COUNTY SCHOOL DISTRICT,LUGOFF ELGIN HIGH SCHOOL,45055970402,+34.2346731,-080.6900046,34.215,-80.70599
4.5e+11,4502550,KERSHAW COUNTY SCHOOL DISTRICT,CAMDEN HIGH SCHOOL,45055970800,+34.2226390,-080.5951484,34.24076,-80.61752
4.5e+11,4502550,KERSHAW COUNTY SCHOOL DISTRICT,APPLIED TECH ED CAMPUS,45055970601,+34.2838619,-080.5502151,34.29072,-80.55845
4.5e+11,4502550,KERSHAW COUNTY SCHOOL DISTRICT,DOBY'S MILL ELEMENTARY,45055970902,+34.1171926,-080.6538749,34.1494,-80.72674
4.5e+11,4502550,KERSHAW COUNTY SCHOOL DISTRICT,NORTH CENTRL MIDDLE,45055970200,+34.5100021,-080.4724066,34.42953,-80.53737
4.5e+11,4502550,KERSHAW COUNTY SCHOOL DISTRICT,CAMDEN MIDDLE SCHOOL,45055970800,+34.2226390,-080.5951484,34.25195,-80.60458
4.5e+11,4502550,KERSHAW COUNTY SCHOOL DISTRICT,CAMDEN ELEMENTARY OF CREATIVE ARTS,45055970800,+34.2226390,-080.5951484,34.25057,-80.60338
4.5e+11,4502550,KERSHAW COUNTY SCHOOL DISTRICT,NORTH CENTRAL HIGH SCHOOL,45055970200,+34.5100021,-080.4724066,34.42906,-80.52985
4.5e+11,4502580,LANCASTER COUNTY SCHOOL DISTRICT,BUFORD MIDDLE SCHOOL,45057010100,+34.7289023,-080.5604968,34.76024,-80.62976
4.5e+11,4502580,LANCASTER COUNTY SCHOOL DISTRICT,DISCOVERY SCHOOL OF LANCASTER,45057010800,+34.7162854,-080.7786524,34.71911,-80.77325
4.5e+11,4502580,LANCASTER COUNTY SCHOOL DISTRICT,SOUTH SIDE SCHOOL,45057010700,+34.7180813,-080.7600821,34.71258,-80.75677
4.5e+11,4502580,LANCASTER COUNTY SCHOOL DISTRICT,BROOKLYN SPRINGS ELEMENTARY,45057010500,+34.6924242,-080.8004274,34.70093,-80.78141
4.5e+11,4502580,LANCASTER COUNTY SCHOOL DISTRICT,BUFORD ELEMENTARY SCHOOL,45057010100,+34.7289023,-080.5604968,34.76078,-80.62967
4.5e+11,4502580,LANCASTER COUNTY SCHOOL DISTRICT,CLINTON ELEMENTARY,45057010700,+34.7180813,-080.7600821,34.72759,-80.76783
4.5e+11,4502580,LANCASTER COUNTY SCHOOL DISTRICT,ERWIN ELEMENTARY SCHOOL,45057010500,+34.6924242,-080.8004274,34.69799,-80.80644
4.5e+11,4502580,LANCASTER COUNTY SCHOOL DISTRICT,HEATH SPRINGS ELEMENTARY,45057010300,+34.5705217,-080.7384781,34.60219,-80.68171
4.5e+11,4502580,LANCASTER COUNTY SCHOOL DISTRICT,INDIAN LAND ELEMENTARY,45057011201,+35.0020502,-080.8717949,34.95596,-80.86008
4.5e+11,4502580,LANCASTER COUNTY SCHOOL DISTRICT,KERSHAW ELEMENTARY SCHOOL,45057010200,+34.5820726,-080.5578749,34.55334,-80.59001
4.5e+11,4502580,LANCASTER COUNTY SCHOOL DISTRICT,MCDONALD GREEN EL,45057010300,+34.5705217,-080.7384781,34.64202,-80.76803
4.5e+11,4502580,LANCASTER COUNTY SCHOOL DISTRICT,ANDREW JACKSON MIDDLE SCHOOL,45057010200,+34.5820726,-080.5578749,34.57166,-80.61466
4.5e+11,4502580,LANCASTER COUNTY SCHOOL DISTRICT,ANDREW JACKSON HIGH SCHOOL,45057010200,+34.5820726,-080.5578749,34.57097,-80.61233
4.5e+11,4502580,LANCASTER COUNTY SCHOOL DISTRICT,INDIAN LAND HIGH SCHOOL,45057011202,+34.8889877,-080.8262996,34.9549,-80.85247
4.5e+11,4502580,LANCASTER COUNTY SCHOOL DISTRICT,LANCASTER HIGH SCHOOL,45057010800,+34.7162854,-080.7786524,34.72498,-80.77934
4.5e+11,4502580,LANCASTER COUNTY SCHOOL DISTRICT,LANCASTER A V C,45057010900,+34.7385541,-080.7834700,34.72774402,-80.7808508
4.5e+11,4502580,LANCASTER COUNTY SCHOOL DISTRICT,A.R. RUCKER MIDDLE,45057010700,+34.7180813,-080.7600821,34.72627,-80.7625
4.5e+11,4502580,LANCASTER COUNTY SCHOOL DISTRICT,BUFORD HIGH SCHOOL,45057010100,+34.7289023,-080.5604968,34.76093,-80.62064
4.5e+11,4502580,LANCASTER COUNTY SCHOOL DISTRICT,NORTH ELEMENTARY SCHOOL,45057010900,+34.7385541,-080.7834700,34.7329,-80.7799
4.5e+11,4502580,LANCASTER COUNTY SCHOOL DISTRICT,SOUTH MIDDLE SCHOOL,45057010500,+34.6924242,-080.8004274,34.70305,-80.78015
4.5e+11,4502610,LAURENS COUNTY SCHOOL DISTRICT 55,WATERLOO ELEMENTARY SCHOOL,45059921001,+34.3629151,-082.0389254,34.36817,-82.05104
4.5e+11,4502610,LAURENS COUNTY SCHOOL DISTRICT 55,HICKORY TAVERN MIDDLE,45059920201,+34.4881878,-082.2236946,34.51498,-82.18582
4.5e+11,4502610,LAURENS COUNTY SCHOOL DISTRICT 55,FORD ELEMENTARY,45059920502,+34.5452035,-082.0223328,34.5215,-81.99617
4.5e+11,4502610,LAURENS COUNTY SCHOOL DISTRICT 55,GRAY COURT-OWINGS ELEMENTARY,45059920103,+34.5727590,-082.1349400,34.62402,-82.12776
4.5e+11,4502610,LAURENS COUNTY SCHOOL DISTRICT 55,HICKORY TAVERN ELEMENTARY,45059920201,+34.4881878,-082.2236946,34.51498,-82.18582
4.5e+11,4502610,LAURENS COUNTY SCHOOL DISTRICT 55,E B MORSE ELEMENTARY,45059920400,+34.4928213,-082.0269534,34.48844,-82.0407
4.5e+11,4502610,LAURENS COUNTY SCHOOL DISTRICT 55,LAURENS ELEMENTARY,45059920301,+34.4806809,-082.0822038,34.51477,-82.03796
4.5e+11,4502610,LAURENS COUNTY SCHOOL DISTRICT 55,PLEASANT VIEW PRIMARY,45059920103,+34.5727590,-082.1349400,34.6071,-82.1136
4.5e+11,4502610,LAURENS COUNTY SCHOOL DISTRICT 55,SANDERS ELEMENTARY,45059920400,+34.4928213,-082.0269534,34.4898,-82.00891
4.5e+11,4502610,LAURENS COUNTY SCHOOL DISTRICT 55,LAURENS JR HIGH SCHOOL,45059920400,+34.4928213,-082.0269534,34.49362,-82.03639
4.5e+11,4502610,LAURENS COUNTY SCHOOL DISTRICT 55,LAURENS DISTRICT 55 HIGH SCHOOL,45059920301,+34.4806809,-082.0822038,34.50456,-82.0763
4.5e+11,4502610,LAURENS COUNTY SCHOOL DISTRICT 55,PLEASANT VIEW MONTESSORI SCHOOL,45059920103,+34.5727590,-082.1349400,34.60925163,-82.11878113
4.5e+11,4502640,LAURENS COUNTY SCHOOL DISTRICT 56,M S BAILEY ELEMENTARY SCHOOL,45059920700,+34.4682270,-081.9191816,34.48018,-81.88301
4.5e+11,4502640,LAURENS COUNTY SCHOOL DISTRICT 56,CLINTON ELEMENTARY SCHOOL,45059920800,+34.4227328,-081.8992407,34.45411,-81.88263
4.5e+11,4502640,LAURENS COUNTY SCHOOL DISTRICT 56,JOANNA-WOODSON ELEMENTARY,45059920900,+34.3961678,-081.8367798,34.40621,-81.81232
4.5e+11,4502640,LAURENS COUNTY SCHOOL DISTRICT 56,CLINTON HIGH SCHOOL,45059920600,+34.5100227,-081.7986227,34.4814,-81.8636
4.5e+11,4502640,LAURENS COUNTY SCHOOL DISTRICT 56,BELL STREET MIDDLE SCHOOL,45059920800,+34.4227328,-081.8992407,34.41766,-81.91389
4.5e+11,4502640,LAURENS COUNTY SCHOOL DISTRICT 56,MARTHA DENDY SCHOOL,45059920700,+34.4682270,-081.9191816,34.4751,-81.8933
4.5e+11,4502640,LAURENS COUNTY SCHOOL DISTRICT 56,EASTSIDE ELEMENTARY,45059920600,+34.5100227,-081.7986227,34.46589,-81.85353
4.5e+11,4502670,LEE COUNTY SCHOOL DISTRICT,LEE CENTRAL HIGH,45061920302,+34.1505544,-080.2166106,34.17931,-80.20948
4.5e+11,4502670,LEE COUNTY SCHOOL DISTRICT,BISHOPVILLE PRIMARY SCHOOL,45061920200,+34.2712347,-080.3181752,34.225,-80.24279
4.5e+11,4502670,LEE COUNTY SCHOOL DISTRICT,LOWER LEE ELEMENTARY,45061920500,+34.0739559,-080.2414677,34.08542,-80.22558
4.5e+11,4502670,LEE COUNTY SCHOOL DISTRICT,WEST LEE SCHOOL,45061920400,+34.1333089,-080.4047875,34.1555,-80.3577
4.5e+11,4502670,LEE COUNTY SCHOOL DISTRICT,MOUNT PLEASANT HIGH SCHOOL,45061920302,+34.1505544,-080.2166106,34.09287,-80.16176
4.5e+11,4502670,LEE COUNTY SCHOOL DISTRICT,LEE COUNTY CAREER/TECH CENTER,45061920200,+34.2712347,-080.3181752,34.22585,-80.25143
4.5e+11,4502670,LEE COUNTY SCHOOL DISTRICT,MARY L. DINKINS HIGHER LEARNING ACADEMY,45061920200,+34.2712347,-080.3181752,34.2285,-80.2374
4.5e+11,4502670,LEE COUNTY SCHOOL DISTRICT,DENNIS INTERMEDIATE SCHOOL,45061920200,+34.2712347,-080.3181752,34.22697,-80.25053
4.5e+11,4502670,LEE COUNTY SCHOOL DISTRICT,DENNIS INTERMEDIATE,45061920200,+34.2712347,-080.3181752,34.22697,-80.25053
4.5e+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,SAXE GOTHA ELEMENTARY,45063021018,+33.9181314,-081.1929471,33.91628,-81.21765
4.5e+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,WHITE KNOLL MIDDLE SCHOOL,45063021017,+33.9403109,-081.1950024,33.94143,-81.18732
4.5e+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,GILBERT MIDDLE SCHOOL,45063021306,+33.9408267,-081.3600200,33.91991,-81.39246
4.5e+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,MIDWAY ELEMENTARY SCHOOL,45063021032,+34.0104257,-081.2150799,34.01987,-81.20393
4.5e+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,LAKE MURRAY ELEMENTARY SCHOOL,45063021022,+34.0017338,-081.3138256,33.98619,-81.29048
4.5e+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,WHITE KNOLL HIGH SCHOOL,45063020908,+33.8863124,-081.1832129,33.90811,-81.22298
4.5e+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,PELION MIDDLE,45063020903,+33.7695612,-081.3006091,33.76425,-81.24942
4.5e+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,GILBERT PRIMARY,45063021306,+33.9408267,-081.3600200,33.91915,-81.39359
4.5e+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,GILBERT ELEMENTARY SCHOOL,45063021306,+33.9408267,-081.3600200,33.91915,-81.39359
4.5e+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,LEXINGTON ELEMENTARY SCHOOL,45063021031,+33.9906391,-081.2175275,33.98736,-81.23094
4.5e+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,PELION ELEMENTARY SCHOOL,45063020903,+33.7695612,-081.3006091,33.75247,-81.25528
4.5e+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,OAK GROVE ELEMENTARY SCHOOL,45063021020,+33.9828414,-081.1597337,33.98572,-81.15669
4.5e+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,LEXINGTON HIGH SCHOOL,45063021022,+34.0017338,-081.3138256,33.97963,-81.30797
4.5e+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,PELION HIGH SCHOOL,45063020903,+33.7695612,-081.3006091,33.76425,-81.24942
4.5e+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,GILBERT HIGH SCHOOL,45063021305,+33.9090644,-081.4354958,33.92367,-81.39333
4.5e+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,LEXINGTON APPLIED TECH CTR,45063021022,+34.0017338,-081.3138256,33.97985,-81.30507
4.5e+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,PLEASANT HILL ELEMENTARY SCHOOL,45063021028,+33.9760750,-081.2676397,33.96166979,-81.29328655
4.5e+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,PLEASANT HILL MIDDLE SCHOOL,45063021028,+33.9760750,-081.2676397,33.96245714,-81.29015934
4.5e+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,LEXINGTON INTERMEDIATE SCHOOL,45063021029,+33.9709573,-081.2466290,33.98237,-81.24641
4.5e+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,LEXINGTON MIDDLE SCHOOL,45063021028,+33.9760750,-081.2676397,33.99067,-81.2329
4.5e+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,RED BANK ELEMENTARY SCHOOL,45063021018,+33.9181314,-081.1929471,33.94064,-81.22649
4.5e+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,WHITE KNOLL ELEMENTARY SCHOOL,45063021017,+33.9403109,-081.1950024,33.94269,-81.18723
4.5e+11,4502730,LEXINGTON COUNTY SCHOOL DISTRICT 02,CONGAREE/WOOD EARLY CHILDHOOD,45063020708,+33.8952586,-081.1260597,33.91018,-81.10652
4.5e+11,4502730,LEXINGTON COUNTY SCHOOL DISTRICT 02,B C GRAMMAR SCHOOL NO. 1,45063020505,+33.9923387,-081.0921352,33.98473,-81.09305
4.5e+11,4502730,LEXINGTON COUNTY SCHOOL DISTRICT 02,R EARLE DAVIS EL,45063020604,+33.9431736,-081.0661216,33.95354,-81.07562
4.5e+11,4502730,LEXINGTON COUNTY SCHOOL DISTRICT 02,CONGAREE ELEMENTARY SCHOOL,45063020703,+33.9136144,-081.1464299,33.91191,-81.13179
4.5e+11,4502730,LEXINGTON COUNTY SCHOOL DISTRICT 02,GEORGE I PAIR JR ELEMENTARY,45063020601,+33.9745750,-081.0894477,33.96733,-81.09505
4.5e+11,4502730,LEXINGTON COUNTY SCHOOL DISTRICT 02,PINEVIEW ELEMENTARY,45063020506,+34.0140354,-081.1321082,33.99787,-81.12353
4.5e+11,4502730,LEXINGTON COUNTY SCHOOL DISTRICT 02,SALUDA RIVER ELEMENTARY,45063020509,+34.0041109,-081.0744651,34.00111,-81.08552
4.5e+11,4502730,LEXINGTON COUNTY SCHOOL DISTRICT 02,SPRINGDALE ELEMENTARY SCHOOL,45063020602,+33.9636284,-081.1190800,33.96634,-81.12257
4.5e+11,4502730,LEXINGTON COUNTY SCHOOL DISTRICT 02,CLAUDE A TAYLOR ELEMENTARY,45063020202,+33.9592231,-081.0781384,33.96758,-81.06664
4.5e+11,4502730,LEXINGTON COUNTY SCHOOL DISTRICT 02,HERBERT A WOOD ELEMEMTARU SCHOOL,45063020708,+33.8952586,-081.1260597,33.91018,-81.10652
4.5e+11,4502730,LEXINGTON COUNTY SCHOOL DISTRICT 02,AIRPORT HIGH SCHOOL,45063020602,+33.9636284,-081.1190800,33.9514,-81.10412
4.5e+11,4502730,LEXINGTON COUNTY SCHOOL DISTRICT 02,BROOKLAND CAYCE HIGH SCHOOL,45063020201,+33.9783035,-081.0571089,33.98241,-81.05541
4.5e+11,4502730,LEXINGTON COUNTY SCHOOL DISTRICT 02,CYRIL B BUSBEE CREATIVE ARTS ACADEMY,45063020202,+33.9592231,-081.0781384,33.96739,-81.06669
4.5e+11,4502730,LEXINGTON COUNTY SCHOOL DISTRICT 02,NORTHSIDE MIDDLE,45063020508,+34.0049325,-081.0988191,34.00001,-81.09783
4.5e+11,4502730,LEXINGTON COUNTY SCHOOL DISTRICT 02,PINE RIDGE MIDDLE SCHOOL,45063020708,+33.8952586,-081.1260597,33.91018,-81.10654
4.5e+11,4502730,LEXINGTON COUNTY SCHOOL DISTRICT 02,R H FULMER MIDDLE SCHOOL,45063020602,+33.9636284,-081.1190800,33.94893,-81.10904
4.5e+11,4502760,LEXINGTON COUNTY SCHOOL DISTRICT 03,BATESBURG-LEESVILLE ELEMENTARY,45063021404,+33.9454764,-081.4891188,33.90649,-81.51113
4.5e+11,4502760,LEXINGTON COUNTY SCHOOL DISTRICT 03,BATESBURG-LEESVILLE PRIMARY,45063021402,+33.9067406,-081.5379320,33.93315,-81.53753
4.5e+11,4502760,LEXINGTON COUNTY SCHOOL DISTRICT 03,BATESBURG-LEESVILLE HIGH,45063021402,+33.9067406,-081.5379320,33.92382,-81.53673
4.5e+11,4502760,LEXINGTON COUNTY SCHOOL DISTRICT 03,BATESBURG LEESVILLE MID,45063021402,+33.9067406,-081.5379320,33.9027,-81.519
4.5e+11,4502790,LEXINGTON COUNTY SCHOOL DISTRICT 04,SANDHILLS ELEMENTARY,45063020802,+33.7720562,-081.0791953,33.76825,-81.09191
4.5e+11,4502790,LEXINGTON COUNTY SCHOOL DISTRICT 04,SANDHILLS INTERMEDIATE,45063020802,+33.7720562,-081.0791953,33.76859,-81.09215
4.5e+11,4502790,LEXINGTON COUNTY SCHOOL DISTRICT 04,FRANCIS F. MACK ELEMENTARY,45063020705,+33.8397325,-081.0661851,33.82025,-81.09444
4.5e+11,4502790,LEXINGTON COUNTY SCHOOL DISTRICT 04,SWANSEA ELEMENTARY SCHOOL,45063020803,+33.7271318,-081.1454574,33.74229,-81.10938
4.5e+11,4502790,LEXINGTON COUNTY SCHOOL DISTRICT 04,SANDHILLS MIDDLE,45063020805,+33.8404468,-081.1211844,33.81266,-81.13889
4.5e+11,4502790,LEXINGTON COUNTY SCHOOL DISTRICT 04,SWANSEA HIGH SCHOOL,45063020802,+33.7720562,-081.0791953,33.73731,-81.09495
4.5e+11,4502820,LEXINGTON COUNTY SCHOOL DISTRICT 05,DUTCH FORK HIGH,45079010308,+34.1264858,-081.1762180,34.15144,-81.18797
4.5e+11,4502820,LEXINGTON COUNTY SCHOOL DISTRICT 05,LAKE MURRAY ELEMENTARY SCHOOL,45079010306,+34.1347747,-081.2648753,34.13334,-81.28187
4.5e+11,4502820,LEXINGTON COUNTY SCHOOL DISTRICT 05,RIVER SPRINGS ELEMENTARY,45079010308,+34.1264858,-081.1762180,34.13863,-81.18185
4.5e+11,4502820,LEXINGTON COUNTY SCHOOL DISTRICT 05,DUTCH FORK MIDDLE SCHOOL,45079010308,+34.1264858,-081.1762180,34.15156,-81.18424
4.5e+11,4502820,LEXINGTON COUNTY SCHOOL DISTRICT 05,CHAPIN ELEMENTARY SCHOOL,45063021204,+34.1597134,-081.3343000,34.13684,-81.34879
4.5e+11,4502820,LEXINGTON COUNTY SCHOOL DISTRICT 05,DUTCH FORK ELEMENTARY SCHOOL,45079010305,+34.1045973,-081.1970626,34.10507,-81.1859
4.5e+11,4502820,LEXINGTON COUNTY SCHOOL DISTRICT 05,IRMO ELEMENTARY SCHOOL,45063021110,+34.0726567,-081.1829461,34.0843,-81.18413
4.5e+11,4502820,LEXINGTON COUNTY SCHOOL DISTRICT 05,LEAPHART ELEMENTARY SCHOOL,45063021111,+34.0661938,-081.1554643,34.0525,-81.15779
4.5e+11,4502820,LEXINGTON COUNTY SCHOOL DISTRICT 05,SEVEN OAKS ELEMENTARY,45063020510,+34.0357070,-081.1257529,34.04189,-81.12759
4.5e+11,4502820,LEXINGTON COUNTY SCHOOL DISTRICT 05,IRMO MIDDLE,45063021110,+34.0726567,-081.1829461,34.06909,-81.17668
4.5e+11,4502820,LEXINGTON COUNTY SCHOOL DISTRICT 05,IRMO HIGH SCHOOL,45063021110,+34.0726567,-081.1829461,34.06884,-81.1726
4.5e+11,4502820,LEXINGTON COUNTY SCHOOL DISTRICT 05,BALLENTINE ELEMENTARY,45079010306,+34.1347747,-081.2648753,34.13637,-81.23501
4.5e+11,4502820,LEXINGTON COUNTY SCHOOL DISTRICT 05,OAK POINTE ELEMENTARY SCHOOL,45079010309,+34.1136634,-081.1410202,34.14706991,-81.16483041
4.5e+11,4502820,LEXINGTON COUNTY SCHOOL DISTRICT 05,CROSS ROADS MIDDLE,45063021110,+34.0726567,-081.1829461,34.07645,-81.17815
4.5e+11,4502820,LEXINGTON COUNTY SCHOOL DISTRICT 05,CHAPIN HIGH SCHOOL,45063021204,+34.1597134,-081.3343000,34.16774,-81.34145
4.5e+11,4502820,LEXINGTON COUNTY SCHOOL DISTRICT 05,NURSERY ROAD ELEMENTARY SCHOOL,45063021109,+34.0512270,-081.1754666,34.06141,-81.19074
4.5e+11,4502820,LEXINGTON COUNTY SCHOOL DISTRICT 05,HARBISON WEST ELEM SCHOOL,45063021112,+34.0793287,-081.1703013,34.08247,-81.16499
4.5e+11,4502820,LEXINGTON COUNTY SCHOOL DISTRICT 05,H. E. CORLEY ELEMENTARY,45079010305,+34.1045973,-081.1970626,34.10676,-81.207
4.5e+11,4502820,LEXINGTON COUNTY SCHOOL DISTRICT 05,CHAPIN MIDDLE SCHOOL,45063021204,+34.1597134,-081.3343000,34.14162,-81.34038
4.5e+11,4502840,MARION COUNTY TECHNICAL EDUCATION CENTER,MARION CTY. TECH. ED. CTR.,45067950300,+34.2326200,-079.2976317,34.18874,-79.32701
4.5e+11,4502850,MARION COUNTY SCHOOL DISTRICT 01,MARION INTERMEDIATE SCHOOL,45067950200,+34.2489777,-079.3850692,34.1962,-79.3714
