census_tract,state,county,urban,pop2010,ohu2010,group_quarters_flag,numgqtrs,pctgqtrs,lila_tracts_1and10,lila_tracts_half_and10,lila_tracts_1and20,lila_tracts_vehicle,hunv_flag,low_income_tracts,poverty_rate,median_family_income,la1and10,l_ahalfand10,la1and20,la_tracts_half,la_tracts1,la_tracts10,la_tracts20,la_tracts_vehicle_20,lapop1_10,lapop05_10,lapop1_20,lalowi1_10,lalowi05_10,lalowi1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,tract_lowi,tract_kids,tract_seniors,tract_white,tract_black,tract_asian,tract_nhopi,tract_aian,tract_o_multir,tract_hispanic,tract_hunv,tract_snap,tract_latitude,tract_longitude
45003021201,South Carolina,Aiken County,1,5480,2280,0,4,0.07,0,0,0,0,0,0,6.4,86208,1,1,1,1,1,0,0,0,2950,4570,2950,362,693,362,4570,83.39,693,12.65,889,16.22,1005,18.34,4088,74.59,324,5.91,57,1.05,1,0.02,16,0.30,84,1.53,112,2.04,58,2.55,4,0.18,2950,53.83,362,6.60,584,10.65,600,10.96,2650,48.36,199,3.63,33,0.60,1,0.02,11,0.20,56,1.01,75,1.38,17,0.74,3,0.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1046,1072,1200,4747,503,82,1,18,129,164,132,5,+33.5235450,-081.7639732
45003021202,South Carolina,Aiken County,1,3747,1708,0,0,0,0,0,0,0,0,0,9.4,76902,1,1,1,1,1,0,0,0,1539,2552,1539,425,601,425,2552,68.12,601,16.04,435,11.61,563,15.03,2191,58.48,244,6.52,70,1.88,0,0.00,4,0.11,42,1.13,34,0.90,34,1.98,95,5.53,1539,41.08,425,11.35,258,6.89,309,8.25,1266,33.78,185,4.95,54,1.43,0,0.00,3,0.08,32,0.85,23,0.61,12,0.70,58,3.42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,897,679,808,3216,367,82,0,13,69,60,67,144,+33.5444436,-081.7430826
45003021203,South Carolina,Aiken County,1,8159,3709,0,59,0.72,0,0,0,0,0,0,5.6,79936,1,1,1,1,1,0,0,0,3394,5873,3394,318,775,318,5873,71.98,775,9.50,883,10.82,1952,23.93,5263,64.51,364,4.46,150,1.84,0,0.00,26,0.32,70,0.86,142,1.74,17,0.47,232,6.26,3394,41.60,318,3.90,441,5.40,1273,15.60,3156,38.68,145,1.78,57,0.70,0,0.00,9,0.12,27,0.33,72,0.88,0,0.00,133,3.59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1545,1362,2252,6974,746,260,0,34,145,202,55,354,+33.4860371,-081.7256873
45003021300,South Carolina,Aiken County,1,4985,1945,0,954,19.14,0,0,0,0,1,0,11.6,64643,0,1,0,1,0,0,0,1,348,2757,348,126,936,126,2757,55.31,936,18.78,422,8.47,790,15.85,2238,44.89,443,8.88,14,0.29,2,0.04,10,0.19,51,1.02,44,0.89,156,8.04,124,6.39,348,6.97,126,2.52,77,1.54,57,1.15,194,3.89,131,2.63,1,0.02,0,0.00,3,0.07,18,0.37,12,0.24,23,1.19,15,0.77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1324,656,1277,3784,1044,21,5,15,116,123,228,183,+33.5673561,-081.7526423
45003021400,South Carolina,Aiken County,1,5913,2389,0,376,6.36,0,1,0,1,1,1,41.8,29670,0,1,0,1,0,0,0,1,413,3914,413,207,2472,207,3914,66.19,2472,41.81,968,16.37,753,12.74,650,10.99,3142,53.14,7,0.11,4,0.07,7,0.12,103,1.75,84,1.43,278,11.64,568,23.79,413,6.99,207,3.51,113,1.92,59,1.00,42,0.71,360,6.08,0,0.00,0,0.00,0,0.00,11,0.19,6,0.10,6,0.25,61,2.56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3354,1464,1145,1056,4660,11,10,18,158,132,464,846,+33.5732059,-081.7228476
45003021500,South Carolina,Aiken County,1,5284,2431,0,0,0,0,0,0,0,0,0,13.9,68519,1,1,1,1,1,0,0,0,2404,3943,2404,871,1182,871,3943,74.61,1182,22.37,834,15.79,683,12.92,2881,54.53,895,16.93,46,0.87,1,0.02,17,0.32,103,1.95,145,2.75,92,3.78,172,7.08,2404,45.50,871,16.49,534,10.11,360,6.81,1559,29.50,744,14.08,28,0.53,1,0.02,6,0.11,66,1.26,86,1.64,60,2.47,102,4.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1514,1078,899,3908,1118,80,6,25,147,198,139,253,+33.5438340,-081.7090286
45003021601,South Carolina,Aiken County,0,5635,1980,0,531,9.42,0,0,0,0,0,1,22.8,42027,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,4667,82.83,2711,48.11,1034,18.35,501,8.89,2730,48.45,1777,31.53,5,0.09,0,0.00,31,0.56,125,2.21,152,2.69,50,2.51,288,14.56,3855,68.41,2203,39.09,756,13.42,428,7.59,2459,43.64,1262,22.40,4,0.06,0,0.00,29,0.51,101,1.79,123,2.17,37,1.85,239,12.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3321,1398,566,2982,2436,7,0,33,177,188,84,391,+33.5657978,-081.6608854
45003021602,South Carolina,Aiken County,1,7408,3100,0,0,0,0,0,0,0,0,0,8.7,69478,1,1,1,1,1,0,0,0,4891,6601,4891,1112,1628,1112,6601,89.10,1628,21.97,1495,20.18,878,11.85,5278,71.25,962,12.99,161,2.17,3,0.04,26,0.35,170,2.30,204,2.75,89,2.87,233,7.52,4891,66.03,1112,15.01,1167,15.75,607,8.20,3892,52.53,768,10.37,113,1.53,2,0.03,17,0.23,99,1.34,144,1.94,85,2.73,168,5.43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2280,1664,1000,5893,1075,197,3,32,208,283,97,291,+33.5103235,-081.6813231
45003021700,South Carolina,Aiken County,0,4815,1877,0,23,0.48,0,0,0,1,1,1,17.5,48291,0,0,0,0,0,0,0,1,19,19,NULL,9,9,NULL,4339,90.11,2184,45.35,1086,22.55,582,12.09,2895,60.13,1266,26.28,7,0.14,4,0.08,26,0.54,141,2.93,95,1.97,212,11.27,350,18.65,3789,78.69,1893,39.31,941,19.54,506,10.50,2700,56.07,944,19.61,4,0.08,3,0.07,21,0.43,117,2.43,93,1.94,182,9.69,307,16.34,19,0.39,9,0.18,5,0.10,4,0.08,18,0.38,0,0.01,0,0.00,0,0.00,0,0.00,0,0.01,0,0.01,1,0.05,2,0.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2427,1213,664,3077,1551,7,4,26,150,107,237,396,+33.6526535,-081.4246323
45003021800,South Carolina,Aiken County,0,2589,1073,0,0,0,0,0,0,1,1,1,20.6,44764,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,2589,100.00,1595,61.59,603,23.29,404,15.60,1466,56.62,1045,40.36,4,0.15,0,0.00,11,0.42,63,2.43,30,1.16,103,9.59,293,27.34,2589,100.00,1595,61.59,603,23.29,404,15.60,1466,56.62,1045,40.36,4,0.15,0,0.00,11,0.42,63,2.43,30,1.16,103,9.59,293,27.34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1579,603,404,1466,1045,4,0,11,63,30,83,237,+33.5855572,-081.3305280
45003021900,South Carolina,Aiken County,0,6149,2295,0,0,0,0,0,0,1,1,1,24.5,58542,0,0,0,0,0,0,0,1,206,206,NULL,97,97,NULL,6149,100.00,2763,44.93,1617,26.30,634,10.31,4413,71.77,1145,18.62,11,0.18,1,0.02,51,0.83,528,8.59,645,10.49,101,4.40,233,10.16,6149,100.00,2763,44.93,1617,26.30,634,10.31,4413,71.77,1145,18.62,11,0.18,1,0.02,51,0.83,528,8.59,645,10.49,101,4.40,233,10.16,206,3.36,97,1.58,58,0.94,14,0.23,173,2.81,10,0.16,0,0.00,0,0.00,3,0.04,21,0.35,32,0.52,7,0.31,7,0.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2553,1617,634,4413,1145,11,1,51,528,645,96,223,+33.4808781,-081.5175166
45003022001,South Carolina,Aiken County,0,4284,1775,0,16,0.37,0,0,0,0,0,0,14.1,64365,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,4108,95.89,1331,31.07,723,16.87,1043,24.34,2978,69.50,762,17.78,15,0.35,2,0.05,13,0.30,339,7.90,427,9.96,60,3.37,199,11.19,3802,88.75,1214,28.33,664,15.50,987,23.03,2866,66.91,586,13.68,15,0.35,2,0.05,13,0.30,320,7.46,413,9.64,56,3.17,185,10.40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1281,755,1071,3071,825,15,2,15,356,442,70,225,+33.4469771,-081.6399794
45003022002,South Carolina,Aiken County,0,7104,2802,0,53,0.75,0,0,0,0,1,0,9.8,70119,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,6712,94.48,2048,28.83,1505,21.19,915,12.88,4428,62.33,2042,28.75,21,0.30,2,0.03,27,0.38,191,2.70,150,2.11,139,4.97,297,10.60,5898,83.02,1780,25.05,1340,18.86,786,11.07,3891,54.77,1802,25.37,20,0.28,2,0.03,25,0.35,158,2.22,126,1.78,122,4.35,259,9.23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2038,1587,985,4705,2143,23,2,27,204,156,163,333,+33.4164848,-081.7462502
45003022100,South Carolina,Aiken County,0,3464,1382,0,0,0,0,0,0,0,0,0,13.6,51698,0,0,0,0,0,0,0,0,183,183,NULL,80,80,NULL,3464,100.00,1363,39.34,807,23.30,503,14.52,2492,71.94,862,24.88,18,0.52,0,0.00,15,0.43,77,2.22,74,2.14,63,4.58,171,12.34,3464,100.00,1363,39.34,807,23.30,503,14.52,2492,71.94,862,24.88,18,0.52,0,0.00,15,0.43,77,2.22,74,2.14,63,4.58,171,12.34,183,5.29,80,2.30,41,1.19,29,0.84,127,3.68,54,1.57,1,0.02,0,0.00,0,0.00,1,0.02,1,0.04,7,0.47,10,0.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1324,807,503,2492,862,18,0,15,77,74,61,174,+33.3147374,-081.8384557
45005970200,South Carolina,Allendale County,0,5151,2041,0,67,1.3,0,0,0,1,1,1,31.9,33868,0,0,0,0,0,0,0,1,233,233,NULL,131,131,NULL,3860,74.94,2581,50.11,1038,20.15,532,10.33,863,16.75,2843,55.20,25,0.49,0,0.00,10,0.19,119,2.32,126,2.45,371,18.16,566,27.75,2027,39.36,1237,24.01,493,9.58,310,6.03,605,11.75,1345,26.12,1,0.02,0,0.00,6,0.11,70,1.37,84,1.62,129,6.34,303,14.87,233,4.52,131,2.55,44,0.86,41,0.80,59,1.14,167,3.24,0,0.00,0,0.00,2,0.04,5,0.10,2,0.04,4,0.19,40,1.96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2979,1375,704,925,4038,25,2,13,148,157,512,692,+33.0356436,-081.4486751
45005970300,South Carolina,Allendale County,0,1068,465,0,0,0,0,0,0,0,0,1,11.2,44412,0,0,0,0,0,0,0,0,0,0,NULL,0,0,NULL,1068,100.00,667,62.49,232,21.72,186,17.42,558,52.25,486,45.51,2,0.19,0,0.00,2,0.19,20,1.87,16,1.50,18,3.79,66,14.25,1068,100.00,667,62.49,232,21.72,186,17.42,558,52.25,486,45.51,2,0.19,0,0.00,2,0.19,20,1.87,16,1.50,18,3.79,66,14.25,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,713,232,186,558,486,2,0,2,20,16,17,64,+33.0551986,-081.2151634
45005970400,South Carolina,Allendale County,0,4200,1200,0,1275,30.36,0,0,0,1,1,1,25.3,52964,0,0,0,0,0,0,0,1,10,10,NULL,3,3,NULL,4200,100.00,1761,41.92,719,17.12,485,11.55,982,23.38,3148,74.95,14,0.33,0,0.00,5,0.12,51,1.21,66,1.57,164,13.67,382,31.79,4200,100.00,1761,41.92,719,17.12,485,11.55,982,23.38,3148,74.95,14,0.33,0,0.00,5,0.12,51,1.21,66,1.57,164,13.67,382,31.79,10,0.24,3,0.08,0,0.00,2,0.05,9,0.22,1,0.03,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.04,1,0.12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1270,719,485,982,3148,14,0,5,51,66,150,330,+32.8745690,-081.3241455
45007000200,South Carolina,Anderson County,1,4101,1445,0,919,22.41,0,0,0,0,0,0,11.2,63333,1,1,1,1,1,0,0,0,1256,3300,1256,606,1294,606,3300,80.48,1294,31.56,521,12.71,463,11.29,2835,69.12,371,9.04,37,0.91,1,0.02,6,0.15,50,1.23,58,1.42,53,3.64,63,4.39,1256,30.63,606,14.78,105,2.55,47,1.15,964,23.51,246,5.99,18,0.45,0,0.00,3,0.07,25,0.61,31,0.75,9,0.62,12,0.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1112,698,631,3519,466,38,1,7,70,76,82,89,+34.5217065,-082.6449925
45007000300,South Carolina,Anderson County,1,4912,2146,0,324,6.6,0,0,0,0,0,0,7.2,64107,1,1,1,1,1,0,0,0,589,2066,589,207,677,207,2066,42.06,677,13.78,530,10.78,341,6.94,1425,29.00,523,10.65,18,0.36,0,0.00,6,0.12,95,1.93,93,1.90,14,0.64,46,2.15,589,11.99,207,4.22,174,3.54,55,1.11,342,6.97,215,4.38,4,0.07,0,0.00,3,0.05,25,0.52,25,0.52,0,0.00,12,0.58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1112,1062,1110,3765,897,73,0,11,166,177,89,104,+34.5294088,-082.6282596
45007000500,South Carolina,Anderson County,1,2875,1078,0,0,0,1,1,1,1,1,1,24.4,30268,1,1,1,1,1,0,0,1,2875,2875,2875,1609,1609,1609,2875,100.00,1609,55.97,877,30.50,440,15.30,831,28.90,1951,67.86,3,0.10,0,0.00,12,0.42,78,2.71,44,1.53,120,11.16,233,21.64,2875,100.00,1609,55.97,877,30.50,440,15.30,831,28.90,1951,67.86,3,0.10,0,0.00,12,0.42,78,2.71,44,1.53,120,11.16,233,21.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1780,877,440,831,1951,3,0,12,78,44,132,258,+34.4911674,-082.6046235
45007000600,South Carolina,Anderson County,1,3084,1333,0,182,5.9,1,1,1,1,1,1,49.5,27440,1,1,1,1,1,0,0,1,2688,3076,2688,1987,2279,1987,3076,99.73,2279,73.91,689,22.33,615,19.94,720,23.34,2249,72.92,8,0.26,0,0.00,13,0.42,86,2.79,85,2.74,567,42.53,518,38.83,2688,87.15,1987,64.44,628,20.35,530,17.18,641,20.77,1944,63.03,8,0.26,0,0.00,12,0.38,83,2.70,73,2.37,502,37.68,444,33.27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2206,692,615,724,2249,8,0,13,90,87,614,554,+34.4882459,-082.6349474
45007000700,South Carolina,Anderson County,1,4495,1869,0,97,2.16,1,1,1,1,1,1,45.3,26317,1,1,1,1,1,0,0,1,729,3612,729,594,2693,594,3612,80.36,2693,59.92,780,17.35,559,12.43,1263,28.10,2125,47.27,5,0.10,6,0.13,12,0.27,202,4.49,234,5.20,472,25.26,684,36.60,729,16.22,594,13.22,154,3.42,102,2.26,271,6.03,429,9.53,1,0.03,0,0.00,0,0.00,28,0.62,29,0.64,105,5.62,128,6.84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3148,1062,678,1640,2568,5,6,15,261,288,594,882,+34.4939131,-082.6616905
45007000800,South Carolina,Anderson County,1,2381,1008,0,35,1.47,1,1,1,1,1,1,18.8,28580,1,1,1,1,1,0,0,1,734,2078,734,454,1497,454,2078,87.27,1497,62.88,570,23.94,253,10.64,1392,58.48,534,22.44,11,0.46,0,0.00,8,0.33,132,5.56,162,6.81,131,13.00,194,19.25,734,30.81,454,19.06,210,8.80,94,3.95,494,20.75,208,8.73,7,0.30,0,0.00,3,0.13,21,0.90,30,1.24,19,1.86,68,6.79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2081,662,322,1521,704,11,0,8,137,163,193,275,+34.5151855,-082.6815651
45007000900,South Carolina,Anderson County,1,2869,1248,0,91,3.17,0,1,0,0,0,1,25.1,33333,0,1,0,1,0,0,0,0,81,1513,81,40,852,40,1513,52.72,852,29.71,395,13.77,195,6.81,979,34.11,482,16.81,8,0.27,2,0.07,2,0.08,40,1.39,35,1.23,94,7.54,161,12.91,81,2.81,40,1.41,22,0.78,9,0.33,63,2.19,17,0.59,0,0.01,0,0.00,0,0.00,1,0.02,0,0.00,3,0.26,8,0.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1911,701,457,1822,938,11,3,6,89,102,222,350,+34.5201103,-082.6661004
45007001000,South Carolina,Anderson County,1,2914,1132,0,366,12.56,0,0,0,0,0,0,5.2,65600,1,1,1,1,1,0,0,0,919,1974,919,203,438,203,1974,67.75,438,15.02,353,12.13,269,9.22,1449,49.71,363,12.46,40,1.37,0,0.00,3,0.10,120,4.11,124,4.24,5,0.45,17,1.52,919,31.53,203,6.98,135,4.65,106,3.64,646,22.16,227,7.79,0,0.00,0,0.00,1,0.05,44,1.53,49,1.67,1,0.09,6,0.51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,562,548,307,2027,560,118,0,6,203,208,14,32,+34.5398822,-082.6812250
45007001100,South Carolina,Anderson County,1,5115,2335,0,0,0,0,0,0,0,1,0,13.4,81219,1,1,1,1,1,0,0,1,1431,4560,1431,315,1269,315,4560,89.15,1269,24.82,1032,20.17,985,19.26,3844,75.15,503,9.83,58,1.14,0,0.00,16,0.32,139,2.72,194,3.80,227,9.74,233,9.98,1431,27.97,315,6.15,353,6.91,290,5.67,1262,24.68,106,2.07,22,0.43,0,0.00,2,0.03,39,0.76,46,0.90,34,1.46,66,2.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1411,1128,1119,4277,581,67,0,21,169,230,274,263,+34.5418110,-082.6594195
