PHARMACY NAME,MEDICAID ID,NPI,SPOKEN LANGUAGES,e-Rx,Delivery,Compound,Drive- Thru,Vaccines,Handicap Access,Cultural Comp- Training,Accepting New Customers,Website
RITE AID #11636,717733,1831615715,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.riteaid.com/pharmacy
PRUITTHEALTH PHARMACY SERVICES - LEXINGTON,715117,1841237245,ENG,Y,Y,Y,N,N,Y,Y,Y,www.pruitthealth.com/pharmacy-services
"CLINKSCALES DRUGS, INC.",715070,1841271525,ENG,Y,Y,Y,N,Y,Y,Y,Y,
KEMPSON REXALL DRUGS INC,722091,1841280625,ENG,Y,Y,N,N,Y,Y,Y,Y,
WALGREENS,715784,1841374097,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
CVS PHARMACY #04172,743231,1841393600,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #03876,745866,1841393618,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
WALGREENS,715766,1841437266,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
RITE AID #11665,717694,1841716784,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.riteaid.com/pharmacy
RITE AID #11586,717757,1841717360,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.riteaid.com/pharmacy
CHRISTMAS' PHARMACY LLC,7Z1115,1841801669,ENG,Y,Y,Y,Y,Y,Y,Y,Y,
WALMART PHARMACY 10-5487,786150,1851318026,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
DIPLOMAT SPECIALTY PHARMACY/ BIORX LLC,7H5300,1851337778,SPA,Y,Y,Y,N,N,Y,Y,Y,https://www.diplomatpharmacy.com
ALLIANCERX WALGREENS PRIME #15443,7T4412,1851463087,"ENG, SPA",Y,N,N,N,N,Y,Y,Y,https://www.alliancerxwp.com
CVS PHARMACY #03851,745263,1851494629,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
LANCASTER PHARMACY & WELLNESS,713764,1851508477,ENG,N,N,N,N,N,Y,Y,Y,https://carolinapharmacy.com/lancaster-sc-pharmacy/
PUBLIX PHARMACY #1485,715099,1851716062,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy
SUP RX PHARMACY,720068,1861418360,ENG,Y,N,N,N,N,Y,Y,Y,
KROGER PHARMACY,750464,1861426595,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.kroger.com/topic/pharmacy
MEDICINE MART,774367,1861545113,ENG,Y,Y,N,N,Y,Y,Y,Y,https://www.rxmedicinemart.com
FOOD LION PHARMACY,768856,1861585234,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.foodlion.com/departments/pharmacy
PAWLEYS ISLAND PHARMACY,746542,1861586075,ENG,Y,Y,N,N,Y,N,Y,Y,pawleysislandpharmacy.com
CVS PHARMACY #04204,743721,1861595639,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
PHARMERICA EASLEY,713408,1861793911,ENG,Y,Y,Y,N,Y,Y,Y,Y,www.thepickwick.net
WALMART PHARMACY 10-5378,716657,1861847295,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
RITE AID #11675,717760,1861918740,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.riteaid.com/pharmacy
T.J. BELL FAILY HEALTH CENTER PHARMACY,718007,1861971749,ENG,Y,N,Y,N,Y,Y,Y,Y,
DAERON DISCOUNT DRUGS HEALTH MART,7N0917,1871560631,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.dAerondiscountrx.com
CVS PHARMACY #05542,742431,1871696542,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #03564,743743,1871696641,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
WALGREENS,715811,1871700922,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
WALGREENS,715731,1871759167,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
CVS PHARMACY #00205,799505,1871767566,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
MCLEOD OUTPATIENT PHARMACY,762735,1871775841,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.mcleodhealth.org/services/wellness/pharmacy
WALGREENS,715809,1871785592,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
HARRIS TEETER PHARMACY #450,715166,1881021582,ENG,Y,N,N,N,Y,N,Y,Y,www.harristeeter.com/pharmacy-services
WALMART PHARMACY 10-6174,716084,1881088656,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
PATRICK SQUARE PHARMACY,717368,1881117695,ENG,Y,Y,N,N,Y,Y,Y,Y,https://patricksquare-rx.com/
RITE AID #11595,717707,1881118511,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.riteaid.com/pharmacy
SANDHILLS MEDICAL PHARMACY #4,7Z1120,1881158053,ENG,Y,N,N,N,N,Y,Y,Y,sandhillsmedical.org/services/pharmacy
CVS PHARMACY #16653,716296,1881616522,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #17054,716315,1881616530,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
LAURENS DRUG COMPANY,711394,1881758464,ENG,Y,Y,N,N,N,Y,Y,Y,http://laurensdrugco.com/index.html
CVS PHARMACY #04288,741994,1881797363,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #04287,741208,1881797553,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
WALGREENS #12677,715765,1881837664,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
WALGREENS,715827,1881858462,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
JEFFERSON DRUG,710706,1881925501,ENG,Y,N,N,N,N,Y,Y,Y,sandhillsmedical.org/locations/jefferson
WALGREENS,715763,1891017984,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
REMEDI SENIORCARE OF CHARLOTTE,7N3223,1891227922,ENG,Y,Y,Y,N,N,Y,Y,Y,https://www.remedirx.com/
HAWTHORNE PHARMACY,758460,1891704672,ENG,Y,Y,Y,Y,Y,Y,Y,Y,https://hawthornesc.com
WALMART PHARMACY 10-1135,723472,1891712048,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
WALMART PHARMACY 10-0625,724346,1891712055,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
SUMMERTON DRUGS,789335,1891770574,ENG,Y,Y,Y,N,N,Y,Y,Y,https://www.facebook.com/SummertonDrugs
WALGREENS,715744,1891814000,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
HARDEEVILLE CLINIC,716795,1891822664,ENG,Y,N,N,N,Y,Y,Y,Y,
GENERX PHARMACY,716676,1891830899,ENG,Y,Y,Y,N,N,Y,Y,Y,
CVS PHARMACY #05555,745365,1891854949,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
PARKER ROAD DRUG STORE,714695,1891879854,ENG,N,Y,N,Y,N/A,N,Y,Y,https://www.parkermedicalequipment.com/
CVS PHARMACY #01540,710739,1891892394,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #07366,743478,1891898573,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
RIVERTOWN PHARMACY,714323,1902136260,ENG,Y,Y,N,Y,Y,Y,Y,Y,https://www.rivertownrx.com
WALGREENS #12512,71577D,1902139538,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
WALGREENS,715790,1902182769,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
PIGGLY WIGGLY PHARMACY,717472,1902325715,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.thepig.net
SRHS PHARMACY - PELHAM,7Z1072,1902430267,ENG,Y,N,N,N,N,Y,Y,Y,
HARRIS TEETER #09700406,7Z1067,1902444508,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.harristeeter.com/pharmacy-services
YORKVILLE PHARMACY,788244,1902802531,ENG,Y,N,Y,N,Y,Y,Y,Y,https://yorkvillerx.com/
WALGREENS,715805,1902811078,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
WALGREENS,715726,1902811094,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
PUBLIX PHARMACY #1081,774378,1902846348,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy
SUNSET PHARMACY,713518,1902855984,ENG,Y,N,Y,N,N,Y,Y,Y,https://www.sunset-pharmacy.com
CVS PHARMACY #03533,743207,1902900707,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #07795,711317,1902903404,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
WALGREENS,715770,1902925118,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
CVS PHARMACY #05679,742395,1912000407,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #05471,711320,1912000605,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
"TABOR CITY MEDICINE MART, INC",7N5348,1912013889,ENG,Y,Y,N,Y,N,Y,Y,Y,
MOBLEY DRUGS INC,716580,1912016593,ENG,Y,Y,N,N,Y,Y,Y,Y,https://mobleyrx.com
CAROLINA COMMUNITY PHARMACY NORTHWEST,710391,1912131871,ENG,Y,N,N,Y,N,Y,Y,Y,http://www.rxcarolina.org/
COMMUNITY MEDICINE,795622,1912198623,ENG,Y,N,Y,N,N,Y,Y,Y,https://ncfmc.net/
CAROLINA INFUSION CARE,7N0484,1912239096,ENG,Y,Y,Y,N,N,Y,Y,Y,www.carolinapharmacysc.com
MEDICINE MART,715591,1912304197,ENG,Y,N,Y,Y,N,Y,Y,Y,https://www.rxmedicinemart.com
WALGREENS,714714,1912342221,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
HONEA PATH PHARMACY,7Z1050,1912558313,ENG,Y,N,N,N,Y,Y,Y,Y,
WALGREENS,715829,1912912007,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
INGLES PHARMACY,760031,1912914938,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.ingles-markets.com/inside/pharmacy/pharmacy-info
WALMART PHARMACY 10-0631,727388,1912924176,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
PUBLIX PHARMACY #0687,749591,1912947359,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy
DELTA OF ELLOREE,777623,1912963745,ENG,Y,N,N,Y,Y,Y,Y,Y,https://delta-rx.com/
INGLES PHARMACY,766711,1922013879,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.ingles-markets.com/inside/pharmacy/pharmacy-info
WALMART PHARMACY 10-1383,724875,1922025188,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
PEAK PHARMACY,705291,1922029644,ENG,Y,N,Y,N,N,Y,Y,Y,
PUBLIX PHARMACY #0512,731288,1922048362,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy
WANNAAKER DRUG,724000,1922049816,ENG,Y,Y,N,N,Y,Y,Y,Y,https://www.wannAakerdrug.com
CVS PHARMACY #03838,742054,1922101468,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #03821,711311,1922101781,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
PICKWICK PHARMACY,793691,1922183987,ENG,Y,N,N,N,Y,Y,Y,Y,https://www.thepig.net
SEASHORE DRUGS,784663,1922195122,ENG,Y,N,N,N,N,Y,Y,Y,www.seashoredrugs-littleriver.com
R & J DRUGS,714968,1922198902,ENG,Y,Y,Y,Y,Y,Y,Y,Y,www.randjdrugs.com
WALGREENS,715747,1922267707,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
PUBLIX PHARMACY #1478,715681,1922499912,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy
RITE AID #11635,717734,1922521020,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.riteaid.com/pharmacy
KROGER PHARMACY #01100703,7Z1021,1922566017,ENG,Y,N,Y,N,Y,N,Y,Y,https://www.kroger.com/topic/pharmacy
CVS PHARMACY #04286,742704,1932202702,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #03565,743272,1932202793,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
PRESCRIPTIONS INC,749317,1932273463,ENG,Y,N,Y,Y,N,Y,Y,Y,
WALMART PHARMACY 10-3367,782380,1942227111,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
LONG TERM CARE PHARMACY SOLUTIONS,71503D,1942241880,ENG,Y,Y,N,N,N,Y,Y,Y,www.ltcpharm.com/
CAROLINA'S UPSTATE PHARMACY AT GIBBS,710237,1942270582,ENG,Y,N,N,N,N,Y,Y,Y,
CVS PHARMACY #05580,742998,1942303433,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #03870,711359,1942303714,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
BISHOPVILLE DRUG COMPANY,762963,1942314927,ENG,Y,N,N,N,Y,Y,Y,Y,
OMNICARE OF FLORENCE,799037,1942388970,ENG,Y,N,Y,N,Y,Y,Y,Y,www.omnicare.com
WALMART PHARMACY 10-3733,798385,1942486386,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
BIOSCRIP INFUSION SERVICES,714579,1942527452,ENG,N,Y,Y,N,N,Y,Y,Y,https://www.bioscrip.com/
DOTTIE'S PHARMACY,714741,1942633086,ENG,Y,N,Y,N,Y,Y,Y,Y,dotspharmacy.com/
FOOD LION PHARMACY,769007,1952494320,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.foodlion.com/departments/pharmacy
THE HFM CNTR FOR CANCER CARE,749192,1952632234,ENG,Y,N,N,N,N,Y,Y,Y,https://www.trmchealth.org/services/cancer_care.aspx
"HAWTHORNE AIKEN PHARMACY, INC.",716457,1952763898,ENG,Y,Y,Y,Y,Y,Y,Y,Y,https://hawthornesc.com
PUBLIX PHARMACY #1482,715611,1952792798,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy
RITE AID #11672,717748,1952824146,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.riteaid.com/pharmacy
RITE AID #11608,717725,1952826695,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.riteaid.com/pharmacy
PIEDMONT FAILY PHARMACY,718140,1952882128,ENG,Y,N,Y,N,Y,Y,Y,Y,
MCLESKEY TODD PHARMACY OF GREER INC,714319,1962486696,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.mcleskeytodd.com
CVS PHARMACY #05536,711446,1962505636,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #03560,743572,1962505735,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
MEDICAP PHARMACY,760521,1962574764,ENG,Y,Y,Y,Y,N,Y,Y,Y,https://www.medicap.com
BARNEY'S PHARMACY AT FURYS FERRY,7G0150,1962803775,ENG,Y,Y,Y,N,Y,Y,Y,Y,www.barneysrx.com
BEAUFORT PHARMACY AND COMPOUDING,716473,1962861922,ENG,Y,N,N,Y,Y,Y,Y,Y,www.beaufortpharmacy.com/
POWDERSVILLE FAMILY PHARMACY,718455,1962975888,Hindi Gujarati,Y,Y,Y,Y,Y,Y,Y,Y,https://powdersville-family-pharmacy.business.site/?utm_source=gmb&utm_me
RITE AID #11606,717710,1972028512,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.riteaid.com/pharmacy
PROFESSIONAL PHARMACY OF OLANTA,7Z1058,1972163350,ENG,Y,Y,N,N,N,Y,Y,Y,
CVS PHARMACY #16556,716301,1972525616,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #17041,716303,1972525624,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #05515,71133D,1972606648,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
SUP RX PHARMACY,750384,1972690857,ENG,Y,N,Y,N,N,Y,Y,Y,
HIERS DRUG STORE,715535,1972900462,ENG,Y,Y,N,Y,N,Y,Y,Y,
WALMART PHARMACY 10-3628,715564,1972907236,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
HARRIS TEETER PHARMACY,715671,1972991164,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.harristeeter.com/pharmacy-services
WALMART PHARMACY 10-3646,715956,1972996908,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
WALHALLA PHARMACY,715849,1972998128,ENG,Y,Y,Y,N,Y,Y,Y,Y,https://www.walhallapharmacysc.com
PREFERRED CARE PHARMACEUTICAL SERVICES,716042,1982085767,ENG,Y,Y,N,N,N,Y,Y,Y,
CARESOUTH,715993,1982087318,ENG,Y,N,Y,N,Y,Y,Y,Y,http://www.caresouth-carolina.com/care-services/pharmacy/
WALMART PHARMACY 10-1286,724135,1982621132,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
CVS PHARMACY #07609,745478,1982707329,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #03892,745855,1982707659,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #07359,745398,1982707667,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CMC RX MEDICALCENTERPLAZA,7N3216,1982710554,ENG,Y,N,Y,N,N,Y,Y,Y,carolinashealthcare.org/medical-services/prevention.../cmc-rx-pharmacy
WINYAH PHARMACY SOLUTIONS,792801,1982763603,ENG,Y,Y,Y,N,N,Y,Y,Y,winyahpharmacy.com
NEW HORIZON PHARMACY #4,710424,1982839551,ENG,Y,N,Y,N,N,Y,Y,Y,www.newhorizonfhs.org
COMMUNITY MEDICINE PHARMACY,710802,1982933263,ENG,Y,N,Y,N,N,Y,Y,Y,https://ncfmc.net/
NORFIELD MEDICAL CENTER PHARMACY,714634,1982944195,ENG,Y,N,N,N,Y,Y,Y,Y,
SRHS EMPLOYEE PHARMACY,713640,1982974390,ENG,Y,Y,Y,Y,N,Y,Y,Y,www.spartanburgregional.com/care-treatment/retail-pharmacies
FAILY PHARMACY AT WCH,711277,1992008650,ENG,Y,N,N,N,N,Y,Y,Y,www.tidelandshealth.org/care-treatment/fAily-pharmacy
RITE AID #11642,71768D,1992228902,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.riteaid.com/pharmacy
RITE AID #11584,717758,1992228936,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.riteaid.com/pharmacy
"RIDGE LTC PHARMACY, LLC",717919,1992293476,ENG,Y,Y,Y,N,Y,Y,Y,Y,
WALGREENS,715803,1992710081,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
WALMART PHARMACY 10-0640,720398,1992722144,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
WHITE OAK PHARMACY,789027,1992741888,ENG,Y,Y,Y,N,N,Y,Y,Y,wopharmacy.com
STERLING PHARMACY SYSTEMS LLC,715505,1992755011,ENG,Y,Y,Y,N,Y,Y,Y,Y,
CVS PHARMACY #07695,745822,1992809792,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #01200,710053,1992965263,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
