npi,basic_organization_name,hours_of_operation,medicaid_id,addresses_telephone_number,geoid,tract_latitude,tract_longitude,lat,lon
1902811094,WALGREEN CO,,715726,864-225-2321,45007001000,+34.5398822,-082.6812250,34.53154,-82.663086
1902846348,PUBLIX SUPER MARKETS INC,,774378,843-388-2908,45019004608,+32.8973520,-079.7890349,32.87562698,-79.77923851
1902855984,SUNSET PHARMACY INC,,713518,803-794-6440,45063020508,+34.0049325,-081.0988191,34.0039724,-81.10639681
1902900707,SOUTH CAROLINA CVS PHARMACY LLC,,743207,864-859-2564,45077010804,+34.8226519,-082.5830564,34.812706,-82.60219
1902903404,SOUTH CAROLINA CVS PHARMACY LLC,,711317,843-849-3473,45019004606,+32.8232078,-079.8820580,32.80773,-79.881004
1902925118,WALGREEN CO,,715770,803-749-7099,45079010306,+34.1347747,-081.2648753,34.1262,-81.22771
1912000407,SOUTH CAROLINA CVS PHARMACY LLC,,742395,803-366-9400,45091060905,+34.9584300,-081.0651330,34.952747,-81.06373
1912000605,SOUTH CAROLINA CVS PHARMACY LLC,,711320,803-957-0605,45063021017,+33.9403109,-081.1950024,33.953575,-81.23313
1912016593,"MOBLEY DRUGS, INC.",,716580,803-285-5555,45057010500,+34.6924242,-080.8004274,34.713684,-80.79785
1912131871,"CAROLINA HEALTH CENTERS, INC.",,710391,864-889-9300,45047970302,+34.2103000,-082.2139248,34.20465729,-82.1977671
1912198623,COMMUNITY MEDICINE FOUNDATION,,795622,803-412-3352,45091060300,+34.9144554,-081.0197342,34.90655,-81.03024
1912304197,"ADVANCED MEDICAL GROUP, LLC",,715591,803-649-7437,45003021400,+33.5732059,-081.7228476,33.56544382,-81.73070872
1912342221,WALGREEN CO,,714714,803-325-2792,45091060905,+34.9584300,-081.0651330,34.94973,-81.061264
1912558313,HONEA PATH PHARMACY LLC,,7Z1050,864-369-5337,45007011500,+34.4662024,-082.4055574,34.44800143,-82.38841125
1912912007,WALGREEN CO,,715829,864-578-2414,45083022405,+35.0550885,-081.9892445,35.04732307,-81.98313947
1912914938,INGLES MARKETS INC,,760031,864-322-2813,45045001600,+34.9145133,-082.3559783,34.904106,-82.350334
1912924176,WAL-MART STORES EAST LP,,727388,864-855-9364,45077010602,+34.8637948,-082.5383536,34.82676,-82.54766
1912947359,PUBLIX SUPER MARKETS INC,,749591,864-253-1833,45083021301,+34.9739544,-081.8915896,34.969045,-81.89101976
1912963745,ELLOREE PHARMACY LLC,,777623,803-897-2131,45075010400,+33.4713405,-080.5743439,33.53165,-80.57099
1922013879,INGLES MARKETS INC,,766711,864-801-3508,45045002506,+34.9556129,-082.2709367,34.94823,-82.272644
1922025188,WAL-MART STORES EAST LP,,724875,843-522-8687,45013000502,+32.4178372,-080.7337269,32.42244,-80.735214
1922029644,PEAK PHARMACY INC,,705291,803-345-1707,45071950602,+34.1483660,-081.4434453,34.241737,-81.323975
1922048362,PUBLIX SUPER MARKETS INC,,731288,803-951-1727,45063021032,+34.0104257,-081.2150799,33.998466,-81.220634
1922049816,"BRIDGES & JAMES, INC",,724000,843-537-9550,45025950502,+34.7080062,-079.9249608,34.696728,-79.922905
1922101468,SOUTH CAROLINA CVS PHARMACY LLC,,742054,864-224-8797,45007000300,+34.5294088,-082.6282596,34.526237,-82.63867
1922101781,SOUTH CAROLINA CVS PHARMACY LLC,,711311,843-332-4191,45031010400,+34.3642401,-080.2761274,34.364677,-80.128845
1922183987,PICKWICK PHARMACY INC,,793691,864-277-4180,45045001400,+34.8159886,-082.3754469,34.808426,-82.38066
1922195122,THOMAS DRUGS INC,,784663,843-281-9797,45051040105,+33.8685828,-078.6258172,33.87437,-78.61975
1922198902,H AND M HEALTHCARE INC,,714968,803-247-2133,45075012000,+33.6313521,-081.0559758,33.609745,-81.10339
1922267707,WALGREEN CO,,715747,843-553-7876,45015980100,+32.9647260,-080.0011160,32.967556,-79.99855
1922499912,PUBLIX SUPER MARKETS INC,,715681,843-235-3775,45043920504,+33.4176484,-079.1864379,33.436466,-79.13154
1922521020,WALGREEN CO,,717734,217-709-2386,45051040300,+33.8340470,-078.6677196,33.82583229,-78.68482332
1922566017,THE KROGER CO,,7Z1021,999-999-9999,45013002105,+32.2787090,-080.9215404,32.27533378,-80.91788499
1932202702,SOUTH CAROLINA CVS PHARMACY LLC,,742704,864-859-7168,45077010804,+34.8226519,-082.5830564,34.8268225,-82.56198479
1932202793,SOUTH CAROLINA CVS PHARMACY LLC,,743272,843-537-9374,45025950600,+34.5951251,-079.8967144,34.690067,-79.89737
1932273463,PRESCRIPTIONS INC,,749317,803-778-5005,45085002000,+33.9296368,-080.3508768,33.92723,-80.34631
1942227111,WAL-MART STORES EAST LP,,782380,843-740-5484,45019003111,+32.8740625,-080.0295600,32.87924355,-80.01830875
1942241880,SC HOME RX,,71503D,803-454-0194,45063020507,+33.9911980,-081.1355788,34.00345,-81.13562
1942270582,SPARTANBURG REGIONAL HEALTH SERVICES DISTRICT INC,,710237,864-560-1864,45083020301,+34.9629269,-081.9384470,34.96732,-81.93616
1942303433,SOUTH CAROLINA CVS PHARMACY LLC,,742998,843-875-2500,45015020713,+33.0714364,-080.1305502,33.04492463,-80.1205962
1942303714,SOUTH CAROLINA CVS PHARMACY LLC,,711359,843-554-6193,45019003800,+32.8584017,-079.9999603,32.85409,-80.011314
1942314927,BISHOPVILLE DRUG CO INC,,762963,803-484-3784,45061920200,+34.2712347,-080.3181752,34.2159259,-80.25419935
1942388970,"OMNICARE OF NEW YORK, LLC",,799037,843-665-8332,45041000202,+34.1653321,-079.8327347,34.17180388,-79.84406853
1942486386,WAL-MART STORES EAST LP,,798385,803-578-4140,45091061003,+35.0459807,-081.0121273,35.048454,-80.99415
1942527452,INFUSCIENCE SOUTH CAROLINA LLC,,714579,855-375-1650,45019004614,+32.8596872,-079.8708533,32.84468,-79.87326
1942633086,DOTTIES PHARMACY LLC,,714741,843-501-9500,45019001902,+32.7627874,-079.9653762,32.76200978,-79.97486211
1952494320,FOOD LION LLC,,769007,864-943-0151,45047970202,+34.2259006,-082.1588209,34.21722041,-82.15861514
1952632234,THE REGIONAL MEDICAL CENTER OF ORANGEBURG AND CALHOUN COUNTIES,,749192,803-395-2730,45075011100,+33.5450483,-080.8457594,33.53957,-80.82715
1952763898,HAWTHORNE AIKEN PHARMACY INC,,716457,803-648-2985,45003021300,+33.5673561,-081.7526423,33.58428,-81.75935
1952792798,PUBLIX SUPER MARKETS INC,,715611,803-372-6369,45091060905,+34.9584300,-081.0651330,34.95271514,-81.06463446
1952824146,WALGREEN CO,,717748,217-709-2386,45011970100,+33.3910823,-081.3942081,33.400284,-81.41945
1952826695,WALGREEN CO,,717725,843-805-6022,45019000500,+32.7792848,-079.9468711,32.783287,-79.94545
1952882128,PIEDMONT FAMILY PHARMACY LLC,,718140,864-832-9520,45007010200,+34.7136393,-082.4741527,34.70097,-82.47642
1962486696,MCLESKEY-TODD PHARMACY OF GREER INC,,714319,864-877-0753,45045002504,+34.9441768,-082.2341056,34.94096764,-82.22687541
1962505636,SOUTH CAROLINA CVS PHARMACY LLC,,711446,864-338-6996,45007011402,+34.5256364,-082.4416280,34.521187,-82.492775
1962505735,SOUTH CAROLINA CVS PHARMACY LLC,,743572,803-556-4064,45019002606,+32.8193670,-079.9780481,32.820652,-79.99099
1962574764,DICKERSON INVESTMENTS LLC,,760521,803-539-0694,45075010900,+33.5692930,-080.9216953,33.53219,-80.89696
1962861922,BEAUFORT PHARMACY LLC,,716473,843-379-3278,45013000700,+32.4169450,-080.6897104,32.41659,-80.688545
1962975888,POWDERSVILLE FAMILY PHARMACY LLC,,718455,864-373-9229,45007010103,+34.7838001,-082.5142370,34.786057,-82.48375
1972028512,WALGREEN CO,,717710,864-476-5902,45083023404,+34.8541635,-082.1139313,34.86077,-82.11392
1972163350,"GENESIS HEALTH CARE, INC",,7Z1058,843-396-9730,45041002400,+33.9317418,-079.8698900,33.93689588,-79.93748024
1972525616,SOUTH CAROLINA CVS PHARMACY LLC,,716301,803-407-0328,45063021111,+34.0661938,-081.1554643,34.06638,-81.16951
1972525624,SOUTH CAROLINA CVS PHARMACY LLC,,716303,803-783-3752,45079011604,+33.9704856,-080.9678395,33.982258,-80.96511
1972606648,SOUTH CAROLINA CVS PHARMACY LLC,,71133D,803-238-5628,45051051404,+33.6242807,-078.9876584,33.61809254,-78.97714089
1972690857,SUP RX PHARMACY,,750384,803-778-5758,45085001600,+33.8878170,-080.3407342,33.887024,-80.35038
1972900462,RMSS LTD CO,,715535,803-645-8842,45009960200,+33.2528574,-080.9598246,33.297848,-81.038216
1972907236,WAL-MART STORES EAST LP,,715564,864-757-7079,45045003010,+34.7569276,-082.2476429,34.75703,-82.266045
1972991164,HARRIS TEETER LLC,,715671,803-547-0585,45091061008,+35.0473511,-080.9171559,35.05797785,-80.93508234
1972996908,WAL-MART STORES EAST LP,,715956,843-619-4663,45015020804,+32.9757600,-080.0134479,32.968704,-80.00339
1972998128,WALHALLA PHARMACY LLC,,715849,864-916-0680,45073030401,+34.7713029,-083.0642802,34.76602177,-83.0640994
1982085767,GUARDIAN PHARMACY OF SC ONE LLC,,716042,843-769-6522,45019002502,+32.7290527,-080.2269830,32.76214401,-80.16505611
1982087318,CARESOUTH,,715993,843-484-5317,45061920302,+34.1505544,-080.2166106,34.211884,-80.25769
1982621132,WAL-MART STORES EAST LP,,724135,803-783-1664,45079011608,+33.9677250,-080.9299446,33.95872,-80.93808
1982707329,SOUTH CAROLINA CVS PHARMACY LLC,,745478,843-317-1673,45041000202,+34.1653321,-079.8327347,34.16879669,-79.84539794
1982707659,SOUTH CAROLINA CVS PHARMACY LLC,,745855,803-793-4213,45009960100,+33.3261599,-081.1667580,33.325806,-81.13571
1982707667,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,745398,843-527-2417,45043920600,+33.3933217,-079.3306841,33.37799163,-79.28831787
1982763603,GUARDIAN PHARMACY OF SC ONE LLC,,792801,843-545-8800,45043920700,+33.3167605,-079.3360395,33.34401,-79.296234
1982839551,NEW HORIZON FAMILY HEALTH SERVICES INC,,710424,864-729-8330,45045003903,+34.9881191,-082.4811278,34.996403,-82.47426
1982933263,COMMUNITY MEDICINE FOUNDATION,,710802,803-412-3352,45023020200,+34.7003242,-081.2195686,34.70259,-81.21052
1982944195,"FAMILY HEALTH CENTERS, INC.",,714634,803-531-6900,45075011800,+33.4920648,-081.1791302,33.473923,-81.18749
1982974390,"SPARTANBURG REGIONAL HEALTH SERVICES DISTRICT, INC.",,713640,864-560-6772,45083020301,+34.9629269,-081.9384470,34.967964,-81.94134
1992008650,FAMILY PHARMACY AT WCH,,711277,843-652-1545,45043920501,+33.5608845,-079.0419987,33.5604,-79.04066
1992228902,WALGREEN CO,,71768D,864-537-4062,45045003601,+34.8233220,-082.4625102,34.814266,-82.44225
1992228936,WALGREEN CO,,717758,803-799-0036,45079002602,+33.9798771,-081.0027441,33.986946,-81.00625
1992293476,"RIDGE LTC PHARMACY, LLC",,717919,803-756-4175,45063021306,+33.9408267,-081.3600200,33.96693,-81.38644
1992710081,WALGREEN CO,,715803,864-297-0739,45045002904,+34.7790647,-082.3298211,34.78032459,-82.31093633
1992722144,WAL-MART STORES EAST LP,,720398,864-234-6971,45045002808,+34.8429987,-082.2609847,34.821087,-82.28242
1992741888,WHITE OAK PHARMACY INC,,789027,864-582-8280,45083021500,+34.9800448,-081.9284454,34.982723,-81.94496
1992755011,"TARRYTOWN EXPOCARE SC2, LLC",,715505,803-808-0688,45063021014,+34.0271617,-081.1847195,34.014263,-81.16742
1992809792,SOUTH CAROLINA CVS PHARMACY LLC,,745822,843-889-6055,45019002502,+32.7290527,-080.2269830,32.77512,-80.253265
1992965263,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,710053,803-788-0535,45063021111,+34.0661938,-081.1554643,34.07284245,-81.15228595
